special_id,canonical_or_tag,old_verdict,refined_verdict,refined_reason,general_overlap,previous_product_fit_verdict,general_discoverability_note,provenance_note,initial_reason
892,imminent cunnilingus,NEEDS_REVIEW,KEEP_SPECIAL,imminent cunnilingusはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=imminent_cunnilingus; 日本語表示=差し迫ったクンニリンガス; 日本語search=差し迫ったクンニリンガス; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
899,nipples pressed together,NEEDS_REVIEW,KEEP_SPECIAL,nipples pressed togetherはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=nipples_pressed_together; 日本語表示=乳首同士を押し合わせる; 日本語search=タグ「nipples pressed together」; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
900,after handjob,NEEDS_REVIEW,KEEP_SPECIAL,after handjobはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=after_handjob; 日本語表示=手コキの後; 日本語search=手コキの後; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
902,slave brand,NEEDS_REVIEW,KEEP_SPECIAL,slave brandはbare body-partではなく、特殊な身体状態・形状・visibility・markを指定する。General exact overlapだけではSpecialのdeep-discovery価値を失わない。,YES,KEEP,General exact canonical=slave_brand; 日本語表示=奴隷の焼印; 日本語search=奴隷の焼印; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
907,fuck-me shirt,NEEDS_REVIEW,KEEP_SPECIAL,fuck-me shirtは通常の服ではなく、性器/乳房の特殊露出・遮蔽・衣服越し接触を指定するfetish-specific visual state。,YES,KEEP,General exact canonical=fuck-me_shirt; 日本語表示=ファックミーシャツ; 日本語search=ファックミーシャツ; #64 browse path=CLOTHING/EVERYDAY.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
909,condom on nipples,NEEDS_REVIEW,KEEP_SPECIAL,condom on nipplesはsex toy・piercing・特殊器具またはbody-siteに結びついたimplement。General object browseだけでは独立した深掘り発見価値を代替できない。,YES,KEEP,General exact canonical=condom_on_nipples; 日本語表示=乳首にコンドーム; 日本語search=乳首にコンドーム; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
911,colored anus,NEEDS_REVIEW,KEEP_SPECIAL,colored anusはbare body-partではなく、特殊な身体状態・形状・visibility・markを指定する。General exact overlapだけではSpecialのdeep-discovery価値を失わない。,YES,KEEP,General exact canonical=colored_anus; 日本語表示=色付きの肛門; 日本語search=色付きのanus; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
913,implied after fellatio,NEEDS_REVIEW,KEEP_SPECIAL,implied after fellatioはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=implied_after_fellatio; 日本語表示=フェラチオ後を示唆; 日本語search=暗示された・後のfellatio; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
922,spread anus under clothes,NEEDS_REVIEW,KEEP_SPECIAL,spread anus under clothesは通常の服ではなく、性器/乳房の特殊露出・遮蔽・衣服越し接触を指定するfetish-specific visual state。,YES,KEEP,General exact canonical=spread_anus_under_clothes; 日本語表示=服の下で肛門を広げる; 日本語search=服の下に肛門を広げます; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
928,hands on penis,NEEDS_REVIEW,KEEP_SPECIAL,hands on penisはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=hands_on_penis; 日本語表示=陰茎に両手; 日本語search=ペニスの実り; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
935,deformed anus,NEEDS_REVIEW,KEEP_SPECIAL,deformed anusはbare body-partではなく、特殊な身体状態・形状・visibility・markを指定する。General exact overlapだけではSpecialのdeep-discovery価値を失わない。,YES,KEEP,General exact canonical=deformed_anus; 日本語表示=変形した肛門; 日本語search=タグ「deformed anus」; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
941,imminent irrumatio,NEEDS_REVIEW,KEEP_SPECIAL,imminent irrumatioはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=imminent_irrumatio; 日本語表示=イラマチオ直前; 日本語search=直前のirrumatio; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
942,penis under mask,NEEDS_REVIEW,KEEP_SPECIAL,penis under maskはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=penis_under_mask; 日本語表示=マスクの下の陰茎; 日本語search=penisの下のマスク; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
943,imminent vore,NEEDS_REVIEW,KEEP_SPECIAL,imminent voreはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=imminent_vore; 日本語表示=捕食直前; 日本語search=差し迫ったつがみ; #64 browse path=ACTION_CONTACT/INTERACTION.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
948,no anus,NEEDS_REVIEW,KEEP_SPECIAL,no anusはbare body-partではなく、特殊な身体状態・形状・visibility・markを指定する。General exact overlapだけではSpecialのdeep-discovery価値を失わない。,YES,KEEP,General exact canonical=no_anus; 日本語表示=肛門はありません; 日本語search=肛門はありません; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
950,slave crest (shield hero),NEEDS_REVIEW,NEEDS_REVIEW,旧OUT_OF_SCOPE_PRODUCTだが#64 effective sidecarにexact canonical overlapがなく、Generalだけで十分な理解・発見経路を確認できない。作品固有itemのscope/meaningを別途定義するまで保留。,NO,OUT_OF_SCOPE_PRODUCT,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=OUT_OF_SCOPE_PRODUCT。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,旧OUT_OF_SCOPE_PRODUCTだが#64 exact canonical overlapがなく、Generalだけで十分とは確認できない。作品固有itemの意味・扱いを別途定義するまで保留。
956,implied penetration,NEEDS_REVIEW,KEEP_SPECIAL,implied penetrationはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=implied_penetration; 日本語表示=挿入を示唆; 日本語search=暗黙の侵入; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
957,penis and testicles touching,NEEDS_REVIEW,KEEP_SPECIAL,penis and testicles touchingはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=penis_and_testicles_touching; 日本語表示=陰茎と睾丸が接触; 日本語search=玉ズリ; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
960,testicles on face,NEEDS_REVIEW,KEEP_SPECIAL,testicles on faceはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=testicles_on_face; 日本語表示=顔に睾丸; 日本語search=睾丸贴在顔上; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
963,single inverted nipple,NEEDS_REVIEW,KEEP_SPECIAL,single inverted nippleはbare body-partではなく、特殊な身体状態・形状・visibility・markを指定する。General exact overlapだけではSpecialのdeep-discovery価値を失わない。,YES,KEEP,General exact canonical=single_inverted_nipple; 日本語表示=単一の逆乳首; 日本語search=単一の逆乳首; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
970,imminent fingering,NEEDS_REVIEW,KEEP_SPECIAL,imminent fingeringはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=imminent_fingering; 日本語表示=指入れ直前; 日本語search=差し迫った運指; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
971,covering one nipple,NEEDS_REVIEW,KEEP_SPECIAL,covering one nippleはbare body-partではなく、特殊な身体状態・形状・visibility・markを指定する。General exact overlapだけではSpecialのdeep-discovery価値を失わない。,YES,KEEP,General exact canonical=covering_one_nipple; 日本語表示=片方の乳首を覆う; 日本語search=covering・1つの乳首; #64 browse path=CLOTHING_STATE_EXPOSURE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
973,simulated bukkake,NEEDS_REVIEW,KEEP_SPECIAL,simulated bukkakeはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=simulated_bukkake; 日本語表示=謎の白い液体; 日本語search=謎の白い液体; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
978,fuck-me clothes,NEEDS_REVIEW,KEEP_SPECIAL,fuck-me clothesは通常の服ではなく、性器/乳房の特殊露出・遮蔽・衣服越し接触を指定するfetish-specific visual state。,YES,KEEP,General exact canonical=fuck-me_clothes; 日本語表示=ファックミー服; 日本語search=ファックミー服; #64 browse path=CLOTHING/EVERYDAY.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
985,vibrator over clothes,NEEDS_REVIEW,KEEP_SPECIAL,vibrator over clothesは通常の服ではなく、性器/乳房の特殊露出・遮蔽・衣服越し接触を指定するfetish-specific visual state。,YES,KEEP,General exact canonical=vibrator_over_clothes; 日本語表示=服越しのバイブ; 日本語search=服越しのバイブ; #64 browse path=CLOTHING_STATE_EXPOSURE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
986,implied object insertion,NEEDS_REVIEW,KEEP_SPECIAL,implied object insertionはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=implied_object_insertion; 日本語表示=物体挿入を示唆; 日本語search=物体挿入を示唆; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
989,no penis,NEEDS_REVIEW,KEEP_SPECIAL,no penisはbare body-partではなく、特殊な身体状態・形状・visibility・markを指定する。General exact overlapだけではSpecialのdeep-discovery価値を失わない。,YES,KEEP,General exact canonical=no_penis; 日本語表示=ペニスはありません; 日本語search=ペニスはありません; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
991,penis in glove,NEEDS_REVIEW,KEEP_SPECIAL,penis in gloveはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=penis_in_glove; 日本語表示=手袋の中の陰茎; 日本語search=手袋コキ; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
999,penis in unworn legwear,NEEDS_REVIEW,KEEP_SPECIAL,penis in unworn legwearはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=penis_in_unworn_legwear; 日本語表示=未着用レッグウェアの中の陰茎; 日本語search=靴下コキ; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1001,implied after masturbation,NEEDS_REVIEW,KEEP_SPECIAL,implied after masturbationはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=implied_after_masturbation; 日本語表示=自慰後を示唆; 日本語search=暗示された・後のmasturbation; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1002,after anilingus,NEEDS_REVIEW,KEEP_SPECIAL,after anilingusはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=after_anilingus; 日本語表示=アナル舐めの後; 日本語search=後のanilingus; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1005,body onahole,NEEDS_REVIEW,KEEP_SPECIAL,body onaholeは一般物体ではなく、人体部位として使うsex toyの具体的概念。General exact overlapがあっても明示選択するdeep-discovery価値がある。,YES,REVIEW,General exact canonical=body_onahole; 日本語表示=身体付きオナホール; 日本語search=身体・onahole; #64 browse path=OBJECT_PROP.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=REVIEW。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,旧Product-Fit REVIEWを再確認したが、exact overlapだけではGeneral十分性もSpecial不要性も確定できない。意味・視覚的境界を保留。
1011,penis on shoulder,NEEDS_REVIEW,KEEP_SPECIAL,penis on shoulderはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=penis_on_shoulder; 日本語表示=肩にペニス; 日本語search=肩にペニス; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1012,poke ball insertion,NEEDS_REVIEW,NEEDS_REVIEW,poke ball insertionは旧OUT_OF_SCOPE_PRODUCTで、作品固有objectと特殊挿入のどちらを核に扱うかが境界問題になる。General移管かSpecial保持かをscope定義まで保留。,YES,OUT_OF_SCOPE_PRODUCT,General exact canonical=poke_ball_insertion; 日本語表示=モンスターボール挿入; 日本語search=poke・ボール・insertion; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=OUT_OF_SCOPE_PRODUCT。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,旧OUT_OF_SCOPE_PRODUCTだがpoke ballとinsertionの組合せは特殊器具/挿入topologyとしてdeep valueを失う可能性がある。General移管可否は意味境界確認まで保留。
1013,imminent orgasm,NEEDS_REVIEW,KEEP_SPECIAL,imminent orgasmはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=imminent_orgasm; 日本語表示=絶頂直前; 日本語search=直前のorgasm; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1016,hair on penis,NEEDS_REVIEW,KEEP_SPECIAL,hair on penisはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=hair_on_penis; 日本語表示=陰茎にかかった髪; 日本語search=髪の上のpenis; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1017,food on penis,NEEDS_REVIEW,KEEP_SPECIAL,food on penisはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=food_on_penis; 日本語表示=ペニスの上の食べ物; 日本語search=ペニスの上の食べ物; #64 browse path=ACTION_CONTACT/OBJECT_USE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1023,clitoris peek,NEEDS_REVIEW,KEEP_SPECIAL,clitoris peekは通常の服ではなく、性器/乳房の特殊露出・遮蔽・衣服越し接触を指定するfetish-specific visual state。,YES,KEEP,General exact canonical=clitoris_peek; 日本語表示=クリトリスのちら見せ; 日本語search=クリトリスのちら見せ; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1026,penis on cheek,NEEDS_REVIEW,KEEP_SPECIAL,penis on cheekはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=penis_on_cheek; 日本語表示=頬に当てたペニス; 日本語search=penisの上のcheek; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
