special_id,canonical_or_tag,general_overlap,previous_product_fit_verdict,final_reverse_audit_verdict,final_reason,general_discoverability_note,provenance_note,source_batch
735,looking at penis,YES,KEEP,KEEP_SPECIAL,looking at penisは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
736,oppai loli,YES,KEEP,KEEP_SPECIAL,oppai loliはactor/target・role・consent・implied/intensityを含む独立した性的文脈を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
737,dark nipples,YES,KEEP,KEEP_SPECIAL,dark nipplesは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
738,animal penis,YES,KEEP,KEEP_SPECIAL,animal penisは触手・異形・nonhuman relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
739,no nipples,YES,KEEP,KEEP_SPECIAL,no nipplesは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
740,huge nipples,YES,KEEP,KEEP_SPECIAL,huge nipplesは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
741,bandaids on nipples,YES,KEEP,KEEP_SPECIAL,bandaids on nipplesは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
742,no pussy,YES,KEEP,KEEP_SPECIAL,no pussyは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
743,gloved handjob,YES,KEEP,KEEP_SPECIAL,gloved handjobは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
744,nipple rings,YES,KEEP,KEEP_SPECIAL,nipple ringsは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
745,fellatio gesture,YES,KEEP,KEEP_SPECIAL,fellatio gestureはactor/target・role・consent・implied/intensityを含む独立した性的文脈を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
746,nipple bar,YES,KEEP,KEEP_SPECIAL,nipple barは性的な器具・object identityまたはその使用状態を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
747,condom on penis,YES,KEEP,KEEP_SPECIAL,condom on penisは性的な器具・object identityまたはその使用状態を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
748,censored nipples,YES,KEEP,KEEP_SPECIAL,censored nipplesは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
749,onee-loli,YES,KEEP,KEEP_SPECIAL,onee-loliはactor/target・role・consent・implied/intensityを含む独立した性的文脈を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
750,holding sex toy,YES,KEEP,KEEP_SPECIAL,holding sex toyは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
751,licking nipple,YES,KEEP,KEEP_SPECIAL,licking nippleは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
752,horse penis,YES,KEEP,KEEP_SPECIAL,horse penisはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
753,bandaid on pussy,YES,KEEP,KEEP_SPECIAL,bandaid on pussyは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
754,covering nipples,YES,KEEP,KEEP_SPECIAL,covering nipplesは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
755,penis size difference,YES,KEEP,KEEP_SPECIAL,penis size differenceは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
756,dark anus,YES,KEEP,KEEP_SPECIAL,dark anusはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
757,puckered anus,YES,KEEP,KEEP_SPECIAL,puckered anusは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
758,impaled,YES,KEEP_REFERENCE_ONLY,KEEP_SPECIAL,impaledはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B1
759,imminent fellatio,YES,KEEP,KEEP_SPECIAL,imminent fellatioはactor/target・role・consent・implied/intensityを含む独立した性的文脈を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
760,spread pussy under clothes,YES,KEEP,KEEP_SPECIAL,spread pussy under clothesは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
761,colored nipples,YES,KEEP,KEEP_SPECIAL,colored nipplesは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
762,nipple indents,YES,KEEP,KEEP_SPECIAL,nipple indentsは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
763,anal hair,YES,KEEP,KEEP_SPECIAL,anal hairはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
764,forced orgasm,YES,KEEP,KEEP_SPECIAL,forced orgasmはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
765,long labia,YES,KEEP,KEEP_SPECIAL,long labiaはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
766,dark penis,YES,KEEP,KEEP_SPECIAL,dark penisはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
767,emotionless sex,YES,KEEP,KEEP_SPECIAL,emotionless sexは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
768,half-spread pussy,YES,KEEP,KEEP_SPECIAL,half-spread pussyは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
769,covered testicles,YES,KEEP,KEEP_SPECIAL,covered testiclesはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
770,nipple rub,YES,KEEP,KEEP_SPECIAL,nipple rubは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
771,lipstick mark on penis,YES,KEEP,KEEP_SPECIAL,lipstick mark on penisは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
772,penis over eyes,YES,KEEP,KEEP_SPECIAL,penis over eyesは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
773,onii-shota,YES,KEEP,KEEP_SPECIAL,onii-shotaはactor/target・role・consent・implied/intensityを含む独立した性的文脈を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
774,mouth insertion,YES,KEEP,KEEP_SPECIAL,mouth insertionはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
775,anal fluid,YES,KEEP,KEEP_SPECIAL,anal fluidはfluid・排泄・授乳などのspecific state/actionを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
776,nipple jewelry,YES,KEEP,KEEP_SPECIAL,nipple jewelryはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
777,dog penis,YES,KEEP,KEEP_SPECIAL,dog penisはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
778,spreading own anus,YES,KEEP,KEEP_SPECIAL,spreading own anusはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
779,tweaking own nipple,YES,KEEP,KEEP_SPECIAL,tweaking own nippleはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
780,reverse fellatio,YES,KEEP,KEEP_SPECIAL,reverse fellatioはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
781,implied after sex,YES,KEEP,KEEP_SPECIAL,implied after sexはactor/target・role・consent・implied/intensityを含む独立した性的文脈を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
782,simulated fellatio,YES,KEEP,KEEP_SPECIAL,simulated fellatioはactor/target・role・consent・implied/intensityを含む独立した性的文脈を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
783,tucked penis,YES,KEEP,KEEP_SPECIAL,tucked penisは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
784,they had lots of sex afterwards (meme),YES,KEEP_REFERENCE_ONLY,KEEP_SPECIAL,they had lots of sex afterwards (meme)はactor/target・role・consent・implied/intensityを含む独立した性的文脈を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B1
785,dark labia,YES,KEEP,KEEP_SPECIAL,dark labiaはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
786,small chastity cage,YES,KEEP,KEEP_SPECIAL,small chastity cageはBDSM・拘束・特殊器具またはその状態を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
787,spreading another's anus,YES,KEEP,KEEP_SPECIAL,spreading another's anusは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
788,penis shadow,YES,KEEP,KEEP_SPECIAL,penis shadowは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
789,penis to breast,YES,KEEP,KEEP_SPECIAL,penis to breastは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
790,handjob gesture,YES,KEEP,KEEP_SPECIAL,handjob gestureはactor/target・role・consent・implied/intensityを含む独立した性的文脈を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
791,mole on pussy,YES,KEEP,KEEP_SPECIAL,mole on pussyは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
792,covered clitoris,YES,KEEP,KEEP_SPECIAL,covered clitorisはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
793,piledriver (sex),YES,KEEP,KEEP_SPECIAL,piledriver (sex)は性的体位・構図・internal/cross-section viewとして独立して発見する価値を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
794,shared object insertion,YES,KEEP,KEEP_SPECIAL,shared object insertionはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
795,covered anus,YES,KEEP,KEEP_SPECIAL,covered anusはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
