identity_key,sample_stratum,membership,general_primary_path,special_id,generation_family,reviewed_class,pilot_review_status,review_reason
holding_own_leash,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
legless_amputee,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
breast_pull,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTIMATE,3071,ACTION_INTERACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
phone_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
veiny_breasts,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,2989,BODY_ATTRIBUTE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
breast_implants,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3084,BODY_ATTRIBUTE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
knee_boobs,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,,UNCLASSIFIED,opaque/named-reference semantics are insufficient from current accepted evidence; do not force a class
breast_conscious,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,EXPRESSION_EMOTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
breast_punch,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTIMATE,3082,DAMAGE_STATE_ACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
microphone_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
breast_strap,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
heart-shaped_boob_challenge,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
breast_contest,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
gun_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,OBJECT_PROP/WEAPON,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
rope_marks,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3020,BODY_STATE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
female_fertilization,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3065,ACTION_INTERACTION,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
oppai_mochi,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,,,,UNCLASSIFIED,opaque/named-reference semantics are insufficient from current accepted evidence; do not force a class
goggles_around_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
electrostimulation,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTIMATE,3031,RESTRAINT_ACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
breast_massage,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTIMATE,3049,ACTION_INTERACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
large_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
buttjob_under_clothes,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTIMATE,3051,ACTION_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
pink_leash,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,OBJECT_PROP/DAILY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
breast_pile,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
long-tailed_tit,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,LIVING_NATURE/CREATURE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
putting_on_condom,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTIMATE,3072,ACTION_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
breast_padding,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
blood_from_forehead,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
oppai_oppai,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,,,,UNCLASSIFIED,opaque/named-reference semantics are insufficient from current accepted evidence; do not force a class
hand_in_another's_panties,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTERACTION,3000,ACTION_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
compressed_breasts,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3077,BODY_STATE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
oppai_hoodie,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,CLOTHING/EVERYDAY,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
animal_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
stethoscope_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,OBJECT_PROP/DAILY,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
sword_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
yaoi_(object),ISSUE104_REVIEWED_RISK,GENERAL_ONLY,OBJECT_PROP/DAILY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
card_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
ink_on_breast,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,OBJECT_PROP/DAILY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
extended_downblouse,ISSUE104_REVIEWED_RISK,OVERLAP,CLOTHING_STATE_EXPOSURE,3015,CLOTHING_EXPOSURE,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
surrounded_by_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
extended_upskirt,ISSUE104_REVIEWED_RISK,OVERLAP,CLOTHING_STATE_EXPOSURE,3050,CLOTHING_EXPOSURE,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
yuri,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
single_handcuff,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,OBJECT_PROP/DAILY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
mouth_drool,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
sweaty_breasts,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,2993,BODY_STATE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
food_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
viewer_holding_leash,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/OBJECT_USE,2996,RESTRAINT_ACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
breasts_on_tray,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
covering_one_breast,ISSUE104_REVIEWED_RISK,OVERLAP,CLOTHING_STATE_EXPOSURE,3006,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
looking_at_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,GAZE_ORIENTATION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
inconvenient_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
light_areolae,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3002,BODY_ATTRIBUTE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
medium_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
breast_zipper,ISSUE104_REVIEWED_RISK,OVERLAP,CLOTHING/ACCESSORY,3013,RESTRAINT_IMPLEMENT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
cooperative_buttjob,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTIMATE,3041,ACTION_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
condom_on_tongue,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTIMATE,3081,DIRECT_COMPOSITE,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
male_with_breasts,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3009,BODY_ATTRIBUTE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
slapping_breasts,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTIMATE,3055,ACTION_INTERACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
daijoubu?_oppai_momu?_(meme),ISSUE104_REVIEWED_RISK,GENERAL_ONLY,,,,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
used_condom_in_clothes,ISSUE104_REVIEWED_RISK,OVERLAP,CLOTHING,3025,CLOTHING_EXPOSURE,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
armpit_focus,ISSUE104_REVIEWED_RISK,OVERLAP,COMPOSITION_CAMERA,2991,POSE_COMPOSITION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
implied_egg_laying,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTERACTION,3087,CONTEXT_MODIFIER,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
hose_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,OBJECT_PROP/DAILY,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
futa_without_balls,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3001,BODY_ATTRIBUTE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
breast_drop,ISSUE104_REVIEWED_RISK,OVERLAP,CLOTHING_STATE_EXPOSURE,3027,CLOTHING_EXPOSURE,,UNCLASSIFIED,opaque/named-reference semantics are insufficient from current accepted evidence; do not force a class
uterus_pose,ISSUE104_REVIEWED_RISK,OVERLAP,POSE_MOVEMENT,3059,POSE_COMPOSITION,,UNCLASSIFIED,opaque/named-reference semantics are insufficient from current accepted evidence; do not force a class
black_saliva,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
money_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
dark_areolae,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3012,BODY_ATTRIBUTE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
weighing_breasts,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTERACTION,3075,ACTION_INTERACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
saliva_swap,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3034,FLUID_STATE_ACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
straitjacket,ISSUE104_REVIEWED_RISK,OVERLAP,CLOTHING/EVERYDAY,3003,RESTRAINT_IMPLEMENT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
breasts_on_shoulders,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
chain_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,CLOTHING/ACCESSORY,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
extra_breasts,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3030,BODY_ATTRIBUTE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
bleeding_heart_(flower),ISSUE104_REVIEWED_RISK,GENERAL_ONLY,LIVING_NATURE/PLANT,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
kissing_breast,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTERACTION,3058,ACTION_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
small_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
drooling_blood,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,EXPRESSION_EMOTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
mole_on_areola,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3043,BODY_ATTRIBUTE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
chain_leash,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,OBJECT_PROP,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
smelly_armpits,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3035,BODY_STATE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
armless_amputee,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
breast_reduction,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3064,BODY_STATE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
towel_around_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
intestine_clothing,ISSUE104_REVIEWED_RISK,OVERLAP,CLOTHING/COSTUME,3047,DAMAGE_STATE_ACTION,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
book_on_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
yuri_(object),ISSUE104_REVIEWED_RISK,GENERAL_ONLY,,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
powerful_breasts,ISSUE104_REVIEWED_RISK,OVERLAP,BODY_PART,3037,BODY_STATE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
neckerchief_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
saliva_trail_between_teeth,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
male_underwear_aside,ISSUE104_REVIEWED_RISK,OVERLAP,CLOTHING_STATE_EXPOSURE,3022,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
rope_around_neck,ISSUE104_REVIEWED_RISK,OVERLAP,COLOR_APPEARANCE,3018,RESTRAINT_IMPLEMENT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
colored_saliva,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
presenting_own_armpit,ISSUE104_REVIEWED_RISK,OVERLAP,POSE_MOVEMENT,2984,POSE_COMPOSITION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
food_on_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
buttjob_over_clothes,ISSUE104_REVIEWED_RISK,OVERLAP,ACTION_CONTACT/INTIMATE,3016,ACTION_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
holding_handcuffs,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
breast_pocket,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
seatbelt_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
twisted_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
finger_between_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
cream_on_breasts,ISSUE104_REVIEWED_RISK,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
condom_thigh_strap,ISSUE104_REVIEWED_RISK,OVERLAP,CLOTHING/ACCESSORY,3019,IMPLEMENT_OBJECT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
bound_thighs,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,1907,RESTRAINT_ACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
implied_pregnancy,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,2873,BODY_STATE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
prostitution,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,663,SCENE_CONTEXT,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
nipple_bar,BOUNDARY_OVERLAP,OVERLAP,CLOTHING/ACCESSORY,746,IMPLEMENT_OBJECT,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
four-finger_handjob,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,1126,,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
sadism,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,1959,RELATION_ROLE_CONTEXT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
hand_between_own_legs,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,2805,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
thigh_freckles,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,2917,BODY_STATE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
bikini_bottom_around_leg,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2918,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
unbuttoned,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2058,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
clitoris_torture,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,569,RESTRAINT_ACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
peeing_on_viewer,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,1981,FLUID_STATE_ACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
holding_sex_toy,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/OBJECT_USE,750,ACTION_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
chemise,BOUNDARY_OVERLAP,OVERLAP,CLOTHING/EVERYDAY,2085,CLOTHING_EXPOSURE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
naked_raincoat,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2429,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
bra,BOUNDARY_OVERLAP,OVERLAP,CLOTHING/EVERYDAY,2081,CLOTHING_EXPOSURE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
pig_penis,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,1083,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
enema,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,453,FLUID_STATE_ACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
imminent_object_insertion,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,1152,CONTEXT_MODIFIER,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
spooning,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,1755,POSE_COMPOSITION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
anus,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,1,BODY_ATTRIBUTE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
cumdrip_through_panties,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,2953,CLOTHING_EXPOSURE,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
rope_gag,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,2513,RESTRAINT_IMPLEMENT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
nipple_rings,BOUNDARY_OVERLAP,OVERLAP,CLOTHING/ACCESSORY,744,BODY_ATTRIBUTE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
untying,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2261,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
