row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-023731,amatsuka_tsurara,4,アマツカ・ツララ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023732,amatsuna_sasaha,4,天絆ささは,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023733,amygdala_(bloodborne),4,アメンドーズ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023734,anna_(watamote),4,杏奈,,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-023735,apricot_(d-floe),4,アプリコット（d-floe）,,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-023736,archetto_(glory_of_the_devout)_(arknights),4,archetto (glory of the devout) (arknights),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023737,arima_nana,4,有馬菜々,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023738,ayase_miya,4,綾瀬美夜,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023739,azki_(1st_costume)_(hololive),4,AZKi(旧衣装),,REVIEW_REQUIRED,romanized handle plus generated qualifier
I70-023740,azumi_hagumu,4,安積はぐむ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023741,azumi_risa,4,安曇璃紗,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023742,baddap_sleed,4,バダップ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023743,baobhan_sith_(celebratory_attire)_(fate),4,英霊祝装,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023744,bart_simpson,4,バート・シンプソン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023745,battle_girl_(pokemon),4,バトルガール,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023746,beryl_(junkpuyo),4,ベリル（junkpuyo）,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023747,betilla_(rayman),4,betilla（レイマン）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification
I70-023748,black_hayate,4,ブラックハヤテ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023749,blackmore,4,ブラックモア,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023750,blade_master_(elsword),4,ブレードマスター,ブレードマスター（エルワード）,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023751,c2-chan,4,C2機関娘,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023752,capricorn_shura,4,山羊座のシュラ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023753,cassidy_(pokemon),4,ヤマト(アニポケ),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023754,chongyue_(alighting)_(arknights),4,chongyue (alighting) (arknights),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023755,coronis_(stella_sora),4,クルニス,クルニス(ステラソラ),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023756,daimon_masaru_(danganronpa),4,大門大,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023757,damage_control_goddess_(kancolle),4,応急修理女神,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023758,deruha_(this_communication),4,デルウハ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023759,dominique_(the_devil_and_s-13),4,dominique (the devil and s-13),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023760,donatello_versus,4,ドナテロ・ヴェルサス,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023761,doumoto_tatsuo,4,どうもとたつお,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023762,dryad_(terraria),4,ドライアド,ドライアド（テラリア）,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023763,dwight_fairfield,4,ワイト・フェアフィールド,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023764,egg_(aiu404l),4,egg (aiu404l),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023765,emilia_(krt_girls),4,艾米莉亞,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023766,enokawa_kokoro_(hara_kenshi),4,可愛川心,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023767,escort_fortress_(kancolle),4,護衛要塞,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023768,female_striker_(dungeon_and_fighter),4,female striker (dungeon and fighter),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023769,fou-lu,4,fou-lu,,REVIEW_REQUIRED,no reliable Japanese evidence
I70-023770,fox_girl_(jaco),4,フォックスガール（ジャコ）,,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-023771,fubuki_(festival)_(kancolle),4,吹雪(祭),,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-023772,fulgrim,4,フルグリム,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023773,gachapin,4,ガチャピン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023774,gaia_(girls'_frontline),4,ガイア(ドールズフロントライン),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023775,gandalf,4,ガンダルフ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023776,gaz_membrane,4,gaz membrane,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023777,gigantamax_pikachu,4,キョダイマックスピカチュウ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023778,girl_who_trained_on_mt._haku_(touhou),4,白山修験,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023779,gitao,4,ギタ男,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023780,gokusai_kaibi,4,獄彩海美,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023781,guanglingwang,4,guanglingwang,,REVIEW_REQUIRED,non-Japanese/simplified-Chinese evidence
I70-023782,hakari_kinji,4,秤金次,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023783,hameln_(sinoalice),4,ハメルン,ハメルン（sinoalice）,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023784,hanabusa_sumireko,4,英純恋子,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023785,harukawa_syuria_(jack_dempa),4,春川朱璃愛,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023786,hastur_(cthulhu_mythos),4,ハスター,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023787,hatou_kei,4,羽藤桂,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023788,hawawa-chan's_sister_(sirokuma_shake),4,hawawa-chan's sister (sirokuma shake),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023789,hephaestion_(fate),4,ヘファイスティオン,ヘファイスティオン(Fate),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023790,hino_kahoko,4,日野香穂子,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023791,hokko_tarumae_(casual)_(umamusume),4,hokko tarumae (casual) (umamusume),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023792,homeros_(dq11),4,ホメロス,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023793,huyan_zhuo_(second_ascension)_(fate),4,huyan zhuo (second ascension) (fate),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023794,inamori_futayo,4,稲森二代,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023795,inatomi_hibiki,4,稲富ひびき,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023796,indomitable_marie,4,不屈のマリー,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023797,insomnia-chan,4,不眠症 - ちゃん,,REVIEW_REQUIRED,malformed or low-confidence Japanese evidence requires manual verification
I70-023798,ironhide,4,アイアンハイド,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023799,irumyuui,4,イルミューイ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023800,istina_(bibliosmia)_(arknights),4,イスティナ（Bibliosmia）（Arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification
I70-023801,itsuki_(houkago_no_pleiades),4,いつき(放課後のプレアデス),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023802,jacob_(housamo),4,ジェイコフ,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023803,jimmy_neutron,4,jimmy neutron,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023804,kaga_rin,4,鹿賀りん,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023805,kaguya_(yui_taiwan),4,堕天使カグヤ,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023806,kakizaki_misa,4,柿崎美砂,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023807,kakouen_myousai_(ikkitousen),4,夏侯淵妙才,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023808,kamiizumi_yasuna,4,神泉やす菜,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023809,kamo_noritoshi,4,加茂憲紀,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023810,kana_(haibane_renmei),4,カナ,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023811,kanaut_nishe,4,銀海渡ニシェ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023812,kashiwagi_yuuna,4,柏木優奈,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023813,katsura_kokoro,4,桂心,,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-023814,kawahara_emi,4,川原絵美,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023815,kiana_kaslana_(lemon_soda),4,kiana kaslana (lemon soda),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023816,kim_kaphwan,4,キム・カッファン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023817,kiracchu_(pri_chan),4,キラッCHU,,REVIEW_REQUIRED,Latin-heavy candidate requires verification
I70-023818,kiseki_raki,4,姫石らき,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023819,kokuyou_(tsugumomo),4,黒曜,,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-023820,komori_shuri,4,小森しゅり,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023821,kotobuki_reiji,4,寿嶺二,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023822,kousaka_alice,4,クサカ・アリス,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023823,kozue_west,4,梢・ウェスト,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023824,kuchiki_hisana,4,朽木緋真,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023825,kuon_(meguru_1225),4,kuon (meguru 1225),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023826,kuro_(dungeon_meshi),4,kuro (dungeon meshi),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023827,kuro-chan_(kuro_kosyou),4,九六ちゃん,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023828,kuroiwa_yuuki,4,黒岩悠希,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023829,laputa_robot,4,ロボット兵,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023830,lavie_head,4,ラヴィーヘッド,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023831,lecia_(summer)_(granblue_fantasy),4,lecia (summer) (granblue fantasy),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023832,leone_(akame_ga_kill!),4,レオーネ,レオーネ(アカメが斬る!),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023833,lilith_(over_the_same_sky)_(fate),4,英霊星行,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023834,luna_luna_(queen's_blade),4,月影の踊り手ルナルナ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023835,lune_(chikaretsu),4,ルーン（チカレツ）,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023836,luxord,4,ルクソード,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023837,m37_(summer_parader)_(girls'_frontline),4,盛夏の巡礼者,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023838,mac-10_(girls'_frontline),4,イングラム,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023839,marie_makise,4,マリー・マキーズ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023840,mega_froslass,4,メガユキメノコ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023841,megatron_(transformers_one),4,megatron (transformers one),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023842,mermaid_misty_(pokemon),4,おてんば人魚,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023843,michiru_(air),4,みちる(AIR),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023844,milan_kestrel,4,ミラン・ケストレル,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023845,millenia_(grandia),4,ミレーニア,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023846,minior_(meteor),4,りゅうせいのすがた,,ACCEPTED_AI,Japanese Pokemon form/name candidate consistent with franchise context
I70-023847,minnie_may_hopkins,4,ミニー・メイ・ホプキンス,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023848,mioto_(cookie),4,役立たずMOT,,REVIEW_REQUIRED,Latin-heavy candidate requires verification
I70-023849,mogador_kai_(kancolle),4,モガドール改,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023850,morimoto_(ryou),4,森本(奈都塚さんの秘密。),,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-023851,motohashi_iori,4,本橋依央利,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023852,musashibou_benkei_(fate),4,武蔵坊弁慶,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023853,nagase_miyako,4,長瀬みやこ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023854,narutaki_fuuka,4,鳴滝風香,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023855,natsukawa_kuina,4,夏川くいな,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023856,nayuta_(wu_wei)_(nikke),4,ナユタ:無為,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023857,nearl_(shimmering_dew)_(arknights),4,近く（きらめく露）（arknights）,,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-023858,neneko_mashiro_(1st_costume),4,neneko mashiro (1st costume),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023859,night_seeker_2_(sekaiju),4,シカ子,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023860,nirvash,4,ニルヴァッシュ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023861,nobel_gundam,4,ノーベルガンダム,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023862,northern_italy_(female)_(hetalia),4,アリーチェ・ヴァルガス,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023863,noru_(far_tarooo),4,noru (far tarooo),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023864,officer_vi,4,役員VI,,REVIEW_REQUIRED,Latin-heavy candidate requires verification
I70-023865,okudaira_akira,4,奥平あきら,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023866,olivier_(brown_dust),4,オリビエ,オリビエ(ブラウンダスト),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023867,onomachi_haruka,4,若女将は見ちゃだめ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023868,oono_makoto,4,大野真(放課後ていぼう日誌),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-023869,opera_vectra,4,オペラ・ベクトラ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023870,otomachi_una_(sv),4,otomachi una (sv),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023871,pakunoda,4,パクノダ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023872,peppa_pig,4,Peppa豚,,REVIEW_REQUIRED,Latin-heavy candidate requires verification
I70-023873,piana_(atelier),4,ピアニャ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023874,ponytail_girl_(kamisimo_90),4,ポニーテールガール（カミシモ90）,,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-023875,poppy_bros_jr,4,ポピーブロスJr.,,REVIEW_REQUIRED,Latin-heavy candidate requires verification
I70-023876,pretty_sammy_(character),4,pretty sammy (character),,REVIEW_REQUIRED,machine-like or identity-mismatched wording
I70-023877,prism_reica,4,プリズムレイカー,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023878,proto_miku_(cheri_zao),4,プロトミク,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023879,red_moccus_(zenless_zone_zero),4,真紅のモックス,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023880,re-l_mayer,4,リル・メイヤー,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023881,ren_kouha,4,レン・コウハ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023882,rinon_(ano_natsu_de_matteru),4,リノン（アノナツデマッター）,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023883,rody_soul,4,ロディ,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023884,rudia_of_the_moon_smile,4,月笑みのルーディア,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023885,rudy_lemono_(umamusume),4,ルディレモーノ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023886,ryuusei_(kancolle),4,流星(艦隊これくしょん),,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-023887,saegusa_futaba,4,双葉,,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-023888,sakurada_chiyo,4,桜田千代,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023889,sakuta_ryuusei,4,朔田流星,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023890,sana_(twice),4,湊崎紗夏,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023891,sanshokuin_sumireko,4,パンジー,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023892,scorpion_(mortal_kombat),4,スコーピオン,スコーピオン(モータルコンバット),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023893,shigure_kai_ni_(christmas)_(kancolle),4,時雨改二(クリスマス),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-023894,shinsou_yutaka,4,真層友孝,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023895,spotted_hyena_(kemono_friends),4,ブチハイエナ,ブチハイエナ(けものフレンズ),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023896,squirrel_girl_(yuuhagi_(amaretto-no-natsu)),4,リスガール（ユハギ（アマレットノツナツ））,,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-023897,sugo_miri,4,須郷ミリ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023898,swiftsure_(midsummer_special_service)_(azur_lane),4,プライド・サービス,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023899,swin_abel,4,スウィン・アーベル,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023900,syrup_(chiruto),4,シロップ（チルート）,,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-023901,tachibana_ichika,4,橘一夏,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023902,takanashi_kiara_(knight),4,小鳥遊キアラ(騎士),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-023903,tama_(love_hina),4,温泉たまご,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023904,tao_mongarten,4,タオ・モンガルテン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023905,ted_(suikoden),4,テッド(幻想水滸伝),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023906,temujin_(housamo),4,テムジン,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023907,the_grateful_dead_(stand),4,壮烈成仁,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023908,tina_ishtaris,4,ティナ・イシュタリス,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023909,tiny_mita_(miside),4,小さなミタ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023910,toyama_satoru_(magical_boy),4,兎山悟(映画ver.),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-023911,tsukimura_mayu,4,月村真由,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023912,tsukishita_kaoru,4,月下カオル,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023913,ultraman_dyna,4,ウルトラマンダイナ(キャラクター),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-023914,vermeil_(kinsou_no_vermeil),4,ヴェルメイユ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023915,viola_(one_piece),4,ヴィオラ,ヴィオラ(ONEPIECE),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023916,watakumo_(murakumo_kagetsu),4,watakumo (murakumo kagetsu),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023917,west_virginia_(azur_lane),4,ウェストバージニア,ウェストバージニア(アズールレーン),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023918,xion_(trickcal),4,シオン・ザ・DB,,REVIEW_REQUIRED,Latin-heavy candidate requires verification
I70-023919,xuangzang_sanzang_(first_ascension)_(fate),4,xuangzang sanzang (first ascension) (fate),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023920,yamoto_koki,4,ヤモト・コキ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023921,yanagi_koharu,4,柳小春,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023922,yoshida_yuki_(korezom),4,メイル・シュトローム,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023923,yu_iseol_(return_of_the_mount_hua_sect),4,劉怡雪,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023924,yui_(summer)_(princess_connect!),4,Yui（夏）（プリンセスコネクト！）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification
I70-023925,z23_(upgrade_failure?!)_(azur_lane),4,エンハンス失敗?!,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023926,zakkuri_(precure),4,ザックリー,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023927,zodd_(berserk),4,ゾッド（バーセルク）,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023928,acheron_(boundless_choreo)_(honkai:_star_rail),4,黄泉(終わりなき舞踏),,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-023929,adeptus_custodes,4,アデプトゥス・カストーデス,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023930,ak-12_(age_of_slushies)_(girls'_frontline),4,スムージー・エイジ,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023931,akai_haato_(loungewear),4,赤井はあと(部屋着衣装),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-023932,akashi_manaka,4,akashi manaka,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023933,aki_rosenthal_(sleepwear),4,aki rosenthal (sleepwear),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023934,akihara_haruto,4,秋原晴人,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023935,alca_the_lion,4,alca the lion,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023936,aldebaran_(re:zero),4,アルデバラン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023937,aldo_(another_eden),4,アルド,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023938,amaki_pururu,4,天鬼ぷるる,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023939,amano_akari,4,天野灯,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023940,amemiya_sayaka,4,雨宮沙耶花,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023941,ange_katrina_(new_year),4,ange katrina (new year),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023942,annes_(g_(genesis1556)),4,アネス(G),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023943,aoi_minamo,4,aoi minamo,,REVIEW_REQUIRED,no reliable Japanese evidence
I70-023944,arishima_alice,4,有島ありす,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023945,ashe_(under_the_moon),4,アッシュ,アッシュ（月の下）,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023946,astolfo_(comp_ace_bikini)_(fate),4,astolfo (comp ace bikini) (fate),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023947,awoofy,4,ガルルフィ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023948,azuma_sara,4,吾妻サラ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023949,barbariana_(last_origin),4,バーバリアナ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023950,bartholomew_fatima,4,バーソロミューファティマ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023951,beastmaster_(final_fantasy),4,獣使い,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023952,beatrixa_(stella_sora),4,ベアトリス,ベアトリス(ステラソラ),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023953,black_(among_us),4,ブラック,ブラック（私たちの間）,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023954,black_rhinoceros_(kemono_friends),4,クロサイ,クロサイ(けものフレンズ),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023955,blacktailmon,4,ブラックテイルモン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023956,blanc_neige,4,アイラ・ブランネージュ・ガルディニアス,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023957,blu_spy_(tf2),4,blu spy (tf2),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023958,borr,4,ボラー(SSSS.GRIDMAN),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-023959,boudica_(second_ascension)_(fate),4,boudica (second ascension) (fate),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
