scope,pattern,canonical_tag,special_id,日本語表示,日本語表示_source,current_classification,current_secondary,problem_reason,suggested_classification,confidence,human_review_required,change_mode,evidence_note
General,style_meta_vs_visual_target,drawn_eyes,,（監査用仮訳）描き込まれた目,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,STYLE_QUALITY_META,[],画面処理・表現としての意味と、目・顔・髪飾り・背景・物体という視覚対象の意味が競合する。,HAIR_FACE + secondary STYLE_QUALITY_META,MEDIUM,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 7458; source_batch=11; accepted_confidence=HIGH
General,style_meta_vs_visual_target,expressive_clothes,,（監査用仮訳）表情のある衣服,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,STYLE_QUALITY_META,[],画面処理・表現としての意味と、目・顔・髪飾り・背景・物体という視覚対象の意味が競合する。,STYLE_QUALITY_META + secondary CLOTHING,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 8164; source_batch=12; accepted_confidence=HIGH
General,style_meta_vs_visual_target,expressive_object,,（監査用仮訳）表情のある物体,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,STYLE_QUALITY_META,[],画面処理・表現としての意味と、目・顔・髪飾り・背景・物体という視覚対象の意味が競合する。,STYLE_QUALITY_META + secondary OBJECT_PROP,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 8166; source_batch=12; accepted_confidence=HIGH
General,style_meta_vs_visual_target,pixel_eyes,,（監査用仮訳）ピクセル風の目,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,STYLE_QUALITY_META,[],画面処理・表現としての意味と、目・顔・髪飾り・背景・物体という視覚対象の意味が競合する。,HAIR_FACE + secondary STYLE_QUALITY_META,MEDIUM,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 20443; source_batch=26; accepted_confidence=MEDIUM
General,style_meta_vs_visual_target,sky_face,,（監査用仮訳）空に見える顔,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,STYLE_QUALITY_META,[],画面処理・表現としての意味と、目・顔・髪飾り・背景・物体という視覚対象の意味が競合する。,HAIR_FACE + secondary STYLE_QUALITY_META,MEDIUM,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 24612; source_batch=30; accepted_confidence=HIGH
General,style_meta_vs_visual_target,text_background,,（監査用仮訳）文字背景,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,STYLE_QUALITY_META,[],画面処理・表現としての意味と、目・顔・髪飾り・背景・物体という視覚対象の意味が競合する。,STYLE_QUALITY_META + secondary TEXT_SYMBOL/TEXT,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 27121; source_batch=32; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,ascot_between_breasts,,（監査用仮訳）胸の間にあるアスコット,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/EVERYDAY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING/ACCESSORY + secondary CLOTHING_STATE_EXPOSURE,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 1470; source_batch=3; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,bandana_around_arm,,（監査用仮訳）腕に巻いたバンダナ,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/ACCESSORY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING/ACCESSORY + secondary CLOTHING_STATE_EXPOSURE,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 1985; source_batch=3; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,bandana_around_neck,,（監査用仮訳）首に巻いたバンダナ,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/ACCESSORY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING/ACCESSORY + secondary CLOTHING_STATE_EXPOSURE,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 1986; source_batch=3; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,bandana_over_mouth,,（監査用仮訳）口を覆うバンダナ,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/ACCESSORY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING/ACCESSORY + secondary CLOTHING_STATE_EXPOSURE,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 1987; source_batch=3; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,cover_bikini_girl_(gta_vi)_(pose),,（監査用仮訳）GTA VIカバーのビキニ女性ポーズ,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/EVERYDAY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,POSE_MOVEMENT + secondary CLOTHING/COSTUME,HIGH,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 5917; source_batch=10; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,eyewear_around_neck,,（監査用仮訳）首に掛けた眼鏡,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/ACCESSORY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING/ACCESSORY + secondary CLOTHING_STATE_EXPOSURE,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 8266; source_batch=12; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,mask_around_neck,,（監査用仮訳）首に掛けたマスク,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/ACCESSORY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING/ACCESSORY + secondary CLOTHING_STATE_EXPOSURE,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 16488; source_batch=22; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,off_shoulder,,（監査用仮訳）肩を出した着方,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/EVERYDAY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING_STATE_EXPOSURE + secondary CLOTHING,HIGH,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 18647; source_batch=24; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,ribbon_between_breasts,,（監査用仮訳）胸の間のリボン,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/ACCESSORY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING/ACCESSORY + secondary CLOTHING_STATE_EXPOSURE,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 22512; source_batch=28; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,shibari_under_clothes,,（監査用仮訳）服の下の緊縛,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/EVERYDAY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING_STATE_EXPOSURE + secondary CLOTHING/EVERYDAY,MEDIUM,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 23813; source_batch=29; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,shirt_on_shoulders,,（監査用仮訳）肩に掛けたシャツ,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/EVERYDAY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING_STATE_EXPOSURE + secondary CLOTHING/EVERYDAY,MEDIUM,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 23952; source_batch=29; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,strap_between_breasts,,（監査用仮訳）胸の間のストラップ,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/EVERYDAY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING/ACCESSORY + secondary CLOTHING_STATE_EXPOSURE,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 25923; source_batch=31; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,sweater_around_neck,,（監査用仮訳）首に巻いたセーター,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/EVERYDAY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING/ACCESSORY + secondary CLOTHING_STATE_EXPOSURE,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 26471; source_batch=32; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,sweater_around_waist,,（監査用仮訳）腰に巻いたセーター,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/EVERYDAY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING_STATE_EXPOSURE + secondary CLOTHING/EVERYDAY,MEDIUM,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 26472; source_batch=32; accepted_confidence=HIGH
General,clothing_identity_vs_state_or_placement,whistle_around_neck,,（監査用仮訳）首から下げた笛,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,CLOTHING/ACCESSORY,[],衣服・装飾品のidentityと、着用位置・状態・ポーズ情報が同じタグ内にあり、単一の衣装経路だけでは探索意図が分かれる。,CLOTHING/ACCESSORY + secondary CLOTHING_STATE_EXPOSURE,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 29582; source_batch=35; accepted_confidence=HIGH
General,pose_vs_action_or_state,lifted_by_balloons,,（監査用仮訳）風船で持ち上げられる,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,POSE_MOVEMENT,[],姿勢だけでなく他者・物・自己への作用が意味の中心に含まれ、ポーズ単独分類では行為側から見つけにくい。,ACTION_CONTACT/INTERACTION + secondary POSE_MOVEMENT,MEDIUM,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 15646; source_batch=21; accepted_confidence=HIGH
General,pose_vs_action_or_state,lifted_by_cursor,,（監査用仮訳）カーソルで持ち上げられる,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,POSE_MOVEMENT,[],姿勢だけでなく他者・物・自己への作用が意味の中心に含まれ、ポーズ単独分類では行為側から見つけにくい。,ACTION_CONTACT/INTERACTION + secondary POSE_MOVEMENT,MEDIUM,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 15647; source_batch=21; accepted_confidence=HIGH
General,pose_vs_action_or_state,lifted_by_tail,,（監査用仮訳）尻尾で持ち上げられる,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,POSE_MOVEMENT,[],姿勢だけでなく他者・物・自己への作用が意味の中心に含まれ、ポーズ単独分類では行為側から見つけにくい。,ACTION_CONTACT/INTERACTION + secondary POSE_MOVEMENT,MEDIUM,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 15648; source_batch=21; accepted_confidence=HIGH
General,pose_vs_action_or_state,oripathy_lesion_(arknights),,（監査用仮訳）オリパシー病変（アークナイツ）,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,POSE_MOVEMENT,[],病変・身体状態に見える名称がポーズへ入っており、初心者の探索先と乖離しやすい。,BODY_PART,HIGH,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 19176; source_batch=24; accepted_confidence=HIGH
General,pose_vs_action_or_state,princess_carry,,（監査用仮訳）お姫様抱っこ,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,POSE_MOVEMENT,[],姿勢だけでなく他者・物・自己への作用が意味の中心に含まれ、ポーズ単独分類では行為側から見つけにくい。,ACTION_CONTACT/INTERACTION + secondary POSE_MOVEMENT,MEDIUM,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 21138; source_batch=26; accepted_confidence=HIGH
General,pose_vs_action_or_state,push_down,,（監査用仮訳）押し倒す,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,POSE_MOVEMENT,[],姿勢だけでなく他者・物・自己への作用が意味の中心に含まれ、ポーズ単独分類では行為側から見つけにくい。,ACTION_CONTACT/INTERACTION + secondary POSE_MOVEMENT,MEDIUM,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 21594; source_batch=27; accepted_confidence=HIGH
General,pose_vs_action_or_state,spanking_self,,（監査用仮訳）自分の尻を叩く,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,POSE_MOVEMENT,[],姿勢だけでなく他者・物・自己への作用が意味の中心に含まれ、ポーズ単独分類では行為側から見つけにくい。,ACTION_CONTACT/INTIMATE + secondary POSE_MOVEMENT,MEDIUM,YES,REVIEW_PRIMARY_PLUS_SECONDARY,#64 accepted sidecar row 25124; source_batch=30; accepted_confidence=HIGH
General,object_vs_place_fixture,arched_window,,（監査用仮訳）アーチ窓,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,PLACE_BACKGROUND,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,PLACE_BACKGROUND + secondary OBJECT_PROP,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 1191; source_batch=2; accepted_confidence=HIGH
General,object_vs_place_fixture,automatic_door,,（監査用仮訳）自動ドア,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,OBJECT_PROP/DAILY,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,OBJECT_PROP/DAILY + secondary PLACE_BACKGROUND,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 1645; source_batch=3; accepted_confidence=HIGH
General,object_vs_place_fixture,bar_counter,,（監査用仮訳）バーカウンター,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,OBJECT_PROP/DAILY,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,OBJECT_PROP/DAILY + secondary PLACE_BACKGROUND,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 2009; source_batch=3; accepted_confidence=HIGH
General,object_vs_place_fixture,barred_window,,（監査用仮訳）格子窓,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,PLACE_BACKGROUND,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,PLACE_BACKGROUND + secondary OBJECT_PROP,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 2050; source_batch=3; accepted_confidence=HIGH
General,object_vs_place_fixture,bedside,,（監査用仮訳）ベッド脇,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,PLACE_BACKGROUND,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,PLACE_BACKGROUND + secondary OBJECT_PROP,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 2246; source_batch=3; accepted_confidence=MEDIUM
General,object_vs_place_fixture,birdhouse,,（監査用仮訳）鳥小屋,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,OBJECT_PROP/DAILY,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,OBJECT_PROP/DAILY + secondary PLACE_BACKGROUND,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 2504; source_batch=4; accepted_confidence=HIGH
General,object_vs_place_fixture,broken_door,,（監査用仮訳）壊れたドア,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,PLACE_BACKGROUND,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,PLACE_BACKGROUND + secondary OBJECT_PROP,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 3688; source_batch=5; accepted_confidence=HIGH
General,object_vs_place_fixture,broken_window,,（監査用仮訳）割れた窓,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,PLACE_BACKGROUND,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,PLACE_BACKGROUND + secondary OBJECT_PROP,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 3727; source_batch=5; accepted_confidence=HIGH
General,object_vs_place_fixture,counter,,（監査用仮訳）カウンター,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,OBJECT_PROP/DAILY,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,OBJECT_PROP/DAILY + secondary PLACE_BACKGROUND,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 5901; source_batch=10; accepted_confidence=HIGH
General,object_vs_place_fixture,door,,（監査用仮訳）ドア,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,OBJECT_PROP/DAILY,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,OBJECT_PROP/DAILY + secondary PLACE_BACKGROUND,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 7264; source_batch=11; accepted_confidence=HIGH
General,object_vs_place_fixture,glass_door,,（監査用仮訳）ガラスドア,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,PLACE_BACKGROUND,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,PLACE_BACKGROUND + secondary OBJECT_PROP,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 10289; source_batch=14; accepted_confidence=HIGH
General,object_vs_place_fixture,open_door,,（監査用仮訳）開いたドア,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,PLACE_BACKGROUND,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,PLACE_BACKGROUND + secondary OBJECT_PROP,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 18924; source_batch=24; accepted_confidence=MEDIUM
General,object_vs_place_fixture,open_window,,（監査用仮訳）開いた窓,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,PLACE_BACKGROUND,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,PLACE_BACKGROUND + secondary OBJECT_PROP,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 18955; source_batch=24; accepted_confidence=MEDIUM
General,object_vs_place_fixture,rose_window,,（監査用仮訳）バラ窓,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,PLACE_BACKGROUND,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,PLACE_BACKGROUND + secondary OBJECT_PROP,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 22746; source_batch=28; accepted_confidence=HIGH
General,object_vs_place_fixture,stone_bridge,,（監査用仮訳）石橋,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,OBJECT_PROP/DAILY,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,OBJECT_PROP/DAILY + secondary PLACE_BACKGROUND,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 25876; source_batch=31; accepted_confidence=HIGH
General,object_vs_place_fixture,window,,（監査用仮訳）窓,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,PLACE_BACKGROUND,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,PLACE_BACKGROUND + secondary OBJECT_PROP,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 29843; source_batch=35; accepted_confidence=HIGH
General,object_vs_place_fixture,wooden_door,,（監査用仮訳）木製ドア,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,OBJECT_PROP/DAILY,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,OBJECT_PROP/DAILY + secondary PLACE_BACKGROUND,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 30014; source_batch=35; accepted_confidence=HIGH
General,object_vs_place_fixture,wooden_stairs,,（監査用仮訳）木製階段,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,OBJECT_PROP/DAILY,[],物体としても場面・建築要素としても探されやすい固定物／設備で、片側だけの経路だと探索感覚が割れる。,OBJECT_PROP/DAILY + secondary PLACE_BACKGROUND,MEDIUM,YES,ADD_SECONDARY,#64 accepted sidecar row 30027; source_batch=35; accepted_confidence=HIGH
General,proper_meme_event,atsuko's_grin_(meme),,（監査用仮表示）固有名・ミーム／イベント: atsuko's grin (meme),PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 1598; source_batch=3; accepted_confidence=LOW
General,proper_meme_event,bloom_festival_(project_sekai),,（監査用仮表示）固有名・ミーム／イベント: bloom festival (project sekai),PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 2958; source_batch=4; accepted_confidence=LOW
General,proper_meme_event,canon_event,,（監査用仮表示）固有名・ミーム／イベント: canon event,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 4303; source_batch=6; accepted_confidence=LOW
General,proper_meme_event,cortisol_level_(meme),,（監査用仮表示）固有名・ミーム／イベント: cortisol level (meme),PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 5876; source_batch=9; accepted_confidence=LOW
General,proper_meme_event,curtain_call_challenge_(meme),,（監査用仮表示）固有名・ミーム／イベント: curtain call challenge (meme),PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 6528; source_batch=10; accepted_confidence=LOW
General,proper_meme_event,dancing_pallbearers_(meme),,（監査用仮表示）固有名・ミーム／イベント: dancing pallbearers (meme),PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 6644; source_batch=10; accepted_confidence=LOW
General,proper_meme_event,distracted_boyfriend_(meme),,（監査用仮表示）固有名・ミーム／イベント: distracted boyfriend (meme),PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 7120; source_batch=11; accepted_confidence=LOW
General,proper_meme_event,dragon_boat_festival,,（監査用仮表示）固有名・ミーム／イベント: dragon boat festival,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 7390; source_batch=11; accepted_confidence=LOW
General,proper_meme_event,draw_me_like_one_of_your_french_girls_(meme),,（監査用仮表示）固有名・ミーム／イベント: draw me like one of your french girls (meme),PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 7435; source_batch=11; accepted_confidence=LOW
General,proper_meme_event,family_guy_death_pose_(meme),,（監査用仮表示）固有名・ミーム／イベント: family guy death pose (meme),PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 8443; source_batch=12; accepted_confidence=LOW
General,proper_meme_event,gigachad_(meme),,（監査用仮表示）固有名・ミーム／イベント: gigachad (meme),PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 10216; source_batch=14; accepted_confidence=LOW
General,proper_meme_event,gununu_(meme),,（監査用仮表示）固有名・ミーム／イベント: gununu (meme),PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 11242; source_batch=16; accepted_confidence=LOW
