row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file
I70-002379,kama_(teenager)_(fate),Character,1423,カーマ（少女）,カーマ（少女）,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-044721,himura_kiseki,Artist,1422,比村奇石,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-002385,wei_wuxian_(yiling_laozu),Character,1420,魏無羨（夷陵老祖）,魏無羨（夷陵老祖）,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-036872,miside,Copyright,1418,MiSide,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-044723,watanabe_akio,Artist,1417,渡辺明夫,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-036880,shirobako,Copyright,1402,SHIROBAKO,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-036881,assassin's_creed_(series),Copyright,1400,アサシン クリード,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-044732,yomu_(sgt_epper),Artist,1396,よむ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-002438,evanescia_(honkai:_star_rail),Character,1389,緋英,緋英,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-002439,nekomiya_mana,Character,1389,猫宮又奈,猫宮又奈,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-002452,chief_(path_to_nowhere),Character,1381,局長（無期迷途）,局長（無期迷途）,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-002455,lucia_(pgr),Character,1381,ルシア,ルシア,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-002466,adashino_adami,Character,1374,化野あだみ,化野あだみ,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-002502,indou_hikaru,Character,1355,ヒカル,ヒカル | インドウヒカル,既存候補は確認できるが漢字表記の確証が不足するため要確認,character_review_final_batch061.csv
I70-002511,orphie_magnusson,Character,1349,オルペウス・マグヌッソン,オルペウス・マグヌッソン | オルフィー・マグヌッソン,Alias と既存候補に表記差の余地があるため公式日本語表記の再確認が必要,character_review_final_batch061.csv
I70-036905,plants_vs._zombies,Copyright,1342,Plants vs. Zombies,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-044766,yabuki_kentarou,Artist,1334,矢吹健太朗,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-036917,helios_rising_heroes,Copyright,1320,HELIOS Rising Heroes,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-036919,fate/grand_order_arcade,Copyright,1313,Fate/Grand Order Arcade,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-044773,misaki_kurehito,Artist,1313,深崎暮人,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-002575,female_chief_(path_to_nowhere),Character,1309,女局長,女局長 | 局長,性別付き主人公呼称の公式日本語表記を再確認する必要がある,character_review_final_batch061.csv
I70-002576,35p_(sakura_miko),Character,1308,35P（みこぴー）,35P | みこぴー,ファン呼称・キャラクター化表現の表示名としてどの表記を採るか要確認,character_review_final_batch061.csv
I70-036933,pixiv_fantasia_last_saga,Copyright,1289,pixivファンタジア Last Saga,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-036936,dao_gui_yi_xian,Copyright,1283,道詭異仙,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-044792,harada_takehito,Artist,1283,原田たけひと,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-044800,yamashita_shun'ya,Artist,1274,山下しゅんや,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-044807,mikeou,Artist,1267,みけおう,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-002661,meltryllis_(swimsuit_lancer)_(first_ascension)_(fate),Character,1260,メルトリリス（水着ランサー・第一再臨）,メルトリリス（水着ランサー・第一再臨） | メルトリリス,既存候補に機械訳崩れがあるため形態ラベルの正式表記を要確認,character_review_final_batch061.csv
I70-002663,ziche_fuzhao,Character,1260,子車甫昭,子車甫昭 | Ziche Fuzhao,中国語圏作品の固有名で確立した日本語表記を確認できないため原表記を保持し要確認,character_review_final_batch061.csv
I70-002669,sancho_(project_moon),Character,1258,サンチョ,サンチョ,ストーリー由来の固有名で既存候補との不一致があるため公式日本語表記を要確認,character_review_final_batch061.csv
I70-036957,ragnarok:_guild_masters,Copyright,1248,Ragnarok: Guild Masters,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_no_trusted_ja_batch018.csv
I70-036962,dream_c_club_(series),Copyright,1231,DREAM C CLUB,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-036964,ikizulive!_love_live!_bluebird,Copyright,1230,イキヅライブ！ LOVELIVE! BLUEBIRD,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-002740,shylily,Character,1222,Shylily,Shylily | シャイリリー,AI監修：VTuber名の公式表記は原綴り優先、既存カナ表記を検索語として保持,character_review_final_batch061.csv
I70-036970,dota_(series),Copyright,1220,Dota,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-036974,the_king_of_fighters_xiv,Copyright,1215,THE KING OF FIGHTERS XIV,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-002758,mortis_(persona)_(bang_dream!),Character,1214,モーティス,モーティス,AI監修：既存日本語候補・作品関係を確認して採用,variant_lost_qualifier_batch003_03.csv
I70-002764,mordred_(third_ascension)_(fate),Character,1213,モードレッド（第三再臨）,モードレッド（第三再臨） | モードレッド,AI監修：再臨差分の正式日本語表示を要確認,character_review_final_batch061.csv
I70-002770,hysilens_(honkai:_star_rail),Character,1210,セイレンス,セイレンス | セイレンス（スターレイル）,AI監修：既存日本語候補を採用候補とし公式表記の最終確認が必要,character_review_final_batch061.csv
I70-044854,oyari_ashito,Artist,1208,大槍葦人,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-002777,friend_(nanashi_mumei),Character,1207,Friend,Friend | 友達,AI監修：固有キャラクター名の公式表記確認が必要,character_no_trusted_ja_batch010.csv
I70-002785,tsujinaka_yoshiki,Character,1205,辻中佳紀,辻中佳紀 | 辻中よしき,AI監修：原作公式漢字表記を要確認,character_review_final_batch061.csv
I70-002792,chalky_(zenless_zone_zero),Character,1202,Chalky,Chalky,AI監修：公式日本語名の根拠が不足しているため原綴りを保持,character_no_trusted_ja_batch010.csv
I70-002796,sendai_hakurei_no_miko_(m.u.g.e.n),Character,1201,先代博麗の巫女,先代博麗の巫女,AI監修：M.U.G.E.N派生キャラクターの定着日本語名として要確認,character_review_final_batch061.csv
I70-002800,sion_eltnam_(type-moon),Character,1200,シオン・エルトナム・アトラシア,シオン・エルトナム・アトラシア | シオン・エルトナム,AI監修：派生作品間の姓・名表記差分を要確認,character_review_final_batch061.csv
I70-002802,fujimaru_ritsuka_(female)_(polar_chaldea_uniform),Character,1199,藤丸立香（女性・極地用カルデア制服）,藤丸立香（女性・極地用カルデア制服） | 極地用カルデア制服,AI監修：衣装差分を含む正式表示名の表記を要確認,character_review_final_batch061.csv
I70-044860,urushihara_satoshi,Artist,1197,うるし原智志,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-044863,riichu,Artist,1195,りいちゅ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-036984,apple_inc.,Copyright,1191,Apple,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-002819,takakura_ken_(transformed)_(dandadan),Character,1190,高倉健（変身）,高倉健（変身） | 高倉健（ダンダダン） | オカルン,AI監修：変身形態の正式日本語ラベルを要確認,character_review_final_batch061.csv
I70-036986,blue_archive_the_animation,Copyright,1188,ブルーアーカイブ The Animation,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-002840,nemo_(fate),Character,1180,ネモ,ネモ | ネモ・シリーズ,AI監修：canonicalが単体ネモかシリーズ総称かの表示粒度を要確認,character_review_final_batch061.csv
I70-036990,dota_2,Copyright,1180,Dota 2,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_no_trusted_ja_batch018.csv
I70-036992,gridman_universe_(movie),Copyright,1180,グリッドマン ユニバース,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-036994,pixiv,Copyright,1179,pixiv,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_no_trusted_ja_batch018.csv
I70-002856,li_huowang,Character,1175,李火旺,李火旺,AI監修：中国語原名を保持、日本語での定着表記を要確認,character_review_final_batch061.csv
I70-036995,trigun_stampede,Copyright,1175,TRIGUN STAMPEDE,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_no_trusted_ja_batch018.csv
I70-002880,evelynn_(league),Character,1164,イブリン,イブリン | Evelynn,AI監修：日本版公式カナ表記の最終確認が必要,character_review_final_batch061.csv
I70-002882,neopolitan_(rwby),Character,1164,ネオ・ポリタン,ネオ・ポリタン | ネオ,AI監修：既存候補のカナ表記に揺れがあるため要確認,character_review_final_batch061.csv
I70-044884,fuzichoco,Artist,1164,藤ちょこ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-037007,fate/unlimited_codes,Copyright,1161,Fate/unlimited codes,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-044899,haimura_kiyotaka,Artist,1153,はいむらきよたか,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-002921,rindo_chihaya,Character,1150,輪堂千速,輪堂千速,AI監修：既存候補がノイズのためhololive DEV_IS公式表記を採用候補として要確認,character_review_final_batch061.csv
I70-002952,jeanne_d'arc_alter_(avenger)_(third_ascension)_(fate),Character,1142,ジャンヌ・ダルク〔オルタ〕（アヴェンジャー・第三再臨）,ジャンヌ・ダルク〔オルタ〕（アヴェンジャー・第三再臨） | ジャンヌ・オルタ,AI監修：再臨差分を含む正式表示名を要確認,character_review_final_batch061.csv
I70-002956,zhuang_fangyi_(arknights),Character,1141,ゾアン天師,ゾアン天師,AI監修：Endfield由来の日本語公式名を要確認,character_review_final_batch061.csv
I70-002972,abigail_williams_(traveling_outfit)_(fate),Character,1135,アビゲイル・ウィリアムズ（英霊旅装）,アビゲイル・ウィリアムズ（英霊旅装） | 英霊旅装,AI監修：概念礼装衣装差分の正式表示名を要確認,character_review_final_batch061.csv
I70-002977,ant_tenna,Character,1134,テナ,テナ,AI監修：DELTARUNEキャラクターの公式日本語表記を要確認,character_review_final_batch061.csv
I70-037030,armored_core_vi:_fires_of_rubicon,Copyright,1120,ARMORED CORE VI FIRES OF RUBICON,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037032,getter_robo,Copyright,1116,ゲッターロボ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-003020,abigail_williams_(swimsuit_foreigner)_(third_ascension)_(fate),Character,1115,アビゲイル・ウィリアムズ（水着・第3再臨）,アビゲイル・ウィリアムズ | アビゲイル(水着) | 第3再臨,,character_accepted_blank_batch057.csv
I70-003022,harmony_(pokemon),Character,1114,セイカ,セイカ | Harmony | Pokémon LEGENDS Z-A,要確認,character_youkakunin_noevidence_batch052.csv
I70-037035,black_souls_2,Copyright,1112,BLACK SOULS II,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_no_trusted_ja_batch018.csv
I70-037042,halo_(series),Copyright,1105,Halo,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003051,klein_moretti,Character,1104,クライン・モレッティ,クライン・モレッティ | Klein Moretti,要確認,character_youkakunin_noevidence_batch052.csv
I70-037043,fukumoto_mahjong,Copyright,1104,福本麻雀,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003054,richard_i_(fate),Character,1103,リチャード一世,リチャード一世 | セイバー(strange Fake),,character_accepted_blank_batch057.csv
I70-037046,"don't_say_""lazy""",Copyright,1103,"Don't say ""lazy""",,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003062,doro_(nikke),Character,1101,ドロ,ドロ | Doro | NIKKE,要確認,character_youkakunin_remaining_batch053.csv
I70-037051,grandia,Copyright,1097,グランディア,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-003075,hebi_nyoubou_(fate),Character,1094,蛇女房,蛇女房 | おみぃさん | Mrs. Snake,要確認,character_youkakunin_noevidence_batch052.csv
I70-003078,yuu_(twisted_wonderland),Character,1094,ユウ,ユウ | ユウ(ツイステ) | 監督生,要確認,character_youkakunin_noevidence_batch052.csv
I70-003086,abigail_williams_(third_ascension)_(fate),Character,1091,アビゲイル・ウィリアムズ（第3再臨）,アビゲイル・ウィリアムズ | 第3再臨,,character_accepted_blank_batch057.csv
I70-003087,bomb_hybrid_(chainsaw_man),Character,1091,爆弾の悪魔,爆弾の悪魔 | 爆弾の武器人間 | レゼ,要確認,character_youkakunin_remaining_batch053.csv
I70-003099,lamb_(league),Character,1086,ラム,ラム | Lamb | ヒツジ | キンドレッド,要確認,character_youkakunin_noevidence_batch052.csv
I70-003100,aijo_karen,Character,1085,愛城華恋,愛城華恋 | 華恋,,character_accepted_blank_batch057.csv
I70-003102,randal_ivory,Character,1085,ランダル・アイボリー,ランダル・アイボリー | Randal Ivory,要確認,character_youkakunin_noevidence_batch052.csv
I70-037060,top_wo_nerae!_(series),Copyright,1083,トップをねらえ！,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-044964,sakurazawa_izumi,Artist,1079,桜沢いづみ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-003126,yorick_(shiori_novella),Character,1078,ヨリック,ヨリック | Yorick | Shiori Novella,要確認,character_youkakunin_noevidence_batch052.csv
I70-037065,virtuareal,Copyright,1075,VirtuaReal,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037067,mazinger_(series),Copyright,1073,マジンガーシリーズ,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037075,chromashift,Copyright,1067,ChromaShift,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_no_trusted_ja_batch018.csv
I70-003163,sameko_saba_(1st_costume),Character,1066,さめこさば（通常衣装）,さめこさば | Sameko Saba | 通常衣装,要確認,character_youkakunin_noevidence_batch052.csv
I70-037077,shadowverse:_worlds_beyond,Copyright,1066,Shadowverse: Worlds Beyond,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003170,mem_(honkai:_star_rail),Character,1065,ミュリオン,ミュリオン | Mem,要確認,character_youkakunin_remaining_batch053.csv
I70-044978,ominaeshi_(takenoko),Artist,1064,オミナエシ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-003176,male_byleth_(awakened)_(fire_emblem),Character,1062,ベレト（覚醒）,ベレト | ベレト(覚醒) | 男主人公,要確認,character_youkakunin_noevidence_batch052.csv
I70-044991,nanao_naru,Artist,1057,七尾奈留,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-003203,guoba_(genshin_impact),Character,1051,グゥオパァー,グゥオパァー | Guoba | 鍋巴,要確認,character_youkakunin_noevidence_batch052.csv
I70-045000,shirabi,Artist,1050,しらび,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-037087,esse_series,Copyright,1049,Esseシリーズ,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037088,naruto:_the_last,Copyright,1049,THE LAST -NARUTO THE MOVIE-,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003217,metroid_(creature),Character,1045,メトロイド,メトロイド | メトロイド(クリーチャー) | ベビーメトロイド,,character_accepted_blank_batch057.csv
I70-045013,40hara,Artist,1038,40原,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-003243,adventurer_(ff14),Character,1035,光の戦士,光の戦士 | メテオ | ひろし(FF14),要確認,character_youkakunin_final_batch055.csv
I70-003248,meltryllis_(swimsuit_lancer)_(second_ascension)_(fate),Character,1034,メルトリリス（水着ランサー・第2再臨）,メルトリリス | 水着メルトリリス | 第2再臨,,character_accepted_blank_batch057.csv
I70-003258,rosa_(tears_of_themis),Character,1032,ローザ,ローザ | ローザ(未定事件簿),要確認,character_youkakunin_noevidence_batch052.csv
I70-037098,sengoku_musou,Copyright,1032,戦国無双,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-037102,pokemon_pokopia,Copyright,1028,ぽこ あ ポケモン,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003286,crow_(la+_darknesss),Character,1023,カラス,カラス | ラプラス・ダークネスのカラス,要確認,character_youkakunin_noevidence_batch052.csv
I70-003288,label_(nikke),Character,1022,レーベル,レーベル | レーベル(NIKKE),,character_accepted_blank_batch057.csv
I70-045040,nishieda,Artist,1022,西E田,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-045054,murata_range,Artist,1011,村田蓮爾,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-045057,muririn,Artist,1008,むりりん,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-003328,pebble_(koseki_bijou),Character,1007,ペブル,ペブル | Pebble,要確認,character_youkakunin_remaining_batch053.csv
I70-037112,bishoujo_senshi_sailor_moon_(first_season),Copyright,1006,美少女戦士セーラームーン,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003352,miss_cloud,Character,1001,Miss Cloud,Miss Cloud | ミスクラウド,要確認,character_no_trusted_ja_batch010.csv
I70-037120,tolkien's_legendarium,Copyright,1001,トールキンの伝説体系,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003358,mewo,Character,999,Mewo,Mewo | ミャオ,要確認,character_no_trusted_ja_batch010.csv
I70-003360,p-chan_(ranma_1/2),Character,999,Pちゃん,Pちゃん | Pちゃん(らんま1/2),,character_accepted_blank_batch057.csv
I70-003371,rieszverne_suzette_paladill,Character,995,リース,リース,要確認,character_youkakunin_remaining_batch053.csv
I70-003379,kamanosuke_(zenless_zone_zero),Character,994,かまのすけ,かまのすけ | かまちー,要確認,character_youkakunin_noevidence_batch052.csv
I70-037126,sekiro:_shadows_die_twice,Copyright,994,SEKIRO: SHADOWS DIE TWICE,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-045092,sugimori_ken,Artist,985,杉森建,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-037138,tamagotchi,Copyright,981,たまごっち,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-045098,wada_arco,Artist,980,ワダアルコ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-003441,magus_(zenless_zone_zero),Character,978,鬼火,鬼火 | 鬼火(ゼンゼロ),要確認,character_youkakunin_noevidence_batch052.csv
I70-037139,deadlock_(game),Copyright,978,Deadlock,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003442,little_ica_(honkai:_star_rail),Character,977,イカルン,イカルン,要確認,character_youkakunin_remaining_batch053.csv
I70-003460,xie_lian,Character,973,謝憐,謝憐 | シエ・リェン,要確認,character_youkakunin_noevidence_batch052.csv
I70-003468,jingwei_(bird),Character,971,精衛鳥,精衛鳥,要確認,character_youkakunin_remaining_batch053.csv
I70-003470,jack_frost_(megami_tensei),Character,970,ジャックフロスト,ジャックフロスト | 妖精ジャックフロスト,,character_accepted_blank_batch057.csv
I70-003487,lida_(pokemon),Character,966,デウロ,デウロ,要確認,character_youkakunin_remaining_batch053.csv
I70-003488,puyo_(puyopuyo),Character,966,ぷよ,ぷよ | ぷよ(ぷよぷよ),,character_accepted_blank_batch057.csv
I70-037154,gameoverse,Copyright,965,Gameoverse,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037158,witches_of_africa,Copyright,964,アフリカの魔女,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003517,male_endministrator_(arknights),Character,956,男管理人,男管理人,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-003543,enraku_tsubakura,Character,948,燕楽玄鳥,燕楽玄鳥,日本語表記と読みの追加確認が必要,character_review_final_batch061.csv
I70-003614,fallenshadow,Character,929,Fallenshadow,Fallenshadow,日本語定着表記の追加確認が必要,character_no_trusted_ja_batch010.csv
I70-037188,wind_breaker_(nii_satoru),Copyright,928,WIND BREAKER,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037190,the_incredible_hulk_(series),Copyright,925,インクレディブル・ハルク,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037195,tower_of_fantasy,Copyright,919,Tower of Fantasy（幻塔）,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003659,sayama_saho,Character,915,茶山沙穂,茶山沙穂,canonicalと日本語候補の姓表記差を追加確認,character_review_final_batch061.csv
I70-003672,phosphophyllite_(ll),Character,909,フォスフォフィライト,フォスフォフィライト | フォス,機械訳候補を退け作品文脈を確認,variant_lost_qualifier_batch003_03.csv
I70-037212,octopath_traveler_i,Copyright,909,オクトパストラベラー,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037217,motto!_haramase!_(series),Copyright,908,もっと！孕ませ！シリーズ,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037219,justice_gakuen,Copyright,907,私立ジャスティス学園,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-037220,dislyte,Copyright,906,Dislyte－神世代ネオンシティ－,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003685,almond_eye_(the_changer)_(umamusume),Character,905,アーモンドアイ（The Changer）,アーモンドアイ（The Changer）,衣装名の日本語公式表記確認が必要,character_review_final_batch061.csv
I70-037230,thor_(marvel)_(series),Copyright,899,マイティ・ソー,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003715,mr._plantegg_(omori),Character,898,Mr. Plantegg,Mr. Plantegg,日本語定着表記を確認できず原語保持,character_no_trusted_ja_batch010.csv
I70-037232,persona_dancing,Copyright,898,ペルソナダンシング,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037233,type-moon,Copyright,898,TYPE-MOON,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003723,sothis_(young)_(fire_emblem),Character,896,ソティス（幼少）,ソティス（幼少）,形態ラベルの日本語公式表記確認が必要,character_review_final_batch061.csv
I70-037235,force_of_will,Copyright,896,Force of Will,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003736,evil_neuro-sama_(1st_costume),Character,891,Evil Neuro-sama（1st costume）,Evil Neuro-sama（1st costume）,日本語定着表記と衣装表記の追加確認が必要,character_review_final_batch061.csv
I70-037241,bravely_default_(series),Copyright,889,ブレイブリーデフォルト,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003754,angelina_the_mellow_wish_(arknights),Character,887,Angelina the Mellow Wish,Angelina the Mellow Wish,日本語公式名を確認できず原語保持,character_no_trusted_ja_batch010.csv
I70-037243,a_hat_in_time,Copyright,887,A Hat in Time,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003765,demon_king_of_salvation,Character,885,Demon King of Salvation,Demon King of Salvation,日本語公式訳名の追加確認が必要,character_no_trusted_ja_batch010.csv
I70-037248,the_tale_of_food,Copyright,885,食物語,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037251,slay_the_spire,Copyright,877,Slay the Spire,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003795,hinata_hideki,Character,876,日向秀樹,日向秀樹,既存候補が姓のみのためフルネーム表記を追加確認,character_review_final_batch061.csv
I70-037254,7th_dragon,Copyright,875,セブンスドラゴン,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-037255,fire_emblem:_fortune's_weave,Copyright,875,ファイアーエムブレム 万紫千紅,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003803,paxton_(pokemon),Character,874,キョウヤ,キョウヤ | キョウヤ（トレーナー）,新作キャラクターの日本語公式名を追加確認,character_review_final_batch061.csv
I70-037257,paradox_live,Copyright,874,Paradox Live,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003807,bubba_(watson_amelia),Character,873,Bubba（ワトソン・アメリア）,Bubba（ワトソン・アメリア）,日本語定着表記の追加確認が必要,character_review_final_batch061.csv
I70-037258,silent_hill_f,Copyright,873,SILENT HILL f,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003816,alice_thymefield_(sea_of_thyme),Character,871,アリス・タイムフィールド（タイム香る海辺）,アリス・タイムフィールド（タイム香る海辺） | タイム香る海辺,衣装名と日本語キャラクター表記の追加確認が必要,character_review_final_batch061.csv
I70-003819,liv_(pgr),Character,871,リーフ,リーフ,日本語版キャラクター名対応の追加確認が必要,character_review_final_batch061.csv
I70-003826,lebanne_(pokemon),Character,868,ハルジオ,ハルジオ | ハルジオ（トレーナー）,新作キャラクターの日本語公式名を追加確認,character_review_final_batch061.csv
I70-037265,dispatch,Copyright,867,Dispatch,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037274,persona_5:_the_phantom_x,Copyright,861,ペルソナ5: The Phantom X,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003864,flower_(vocaloid4),Character,857,v flower,v flower | ブイフラワ,日本語表示名としての定着表記を追加確認,character_review_final_batch061.csv
