row_id,canonical_tag,post_count,display_ja,existing_candidate_ja,translation_note,risk_flags,related_copyright_top1,related_copyright_top1_coverage,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-011190,uesugi_kenshin_(second_ascension)_(fate),244,上杉謙信(Fate),上杉謙信(Fate),variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DUPLICATE_DISPLAY_WITHIN_CATEGORY,fate/grand_order,1.0,FIX_DISPLAY,uesugi kenshin (second ascension) (fate),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022268,medoi_(nijiura_maids),98,めどいさん,めどいさん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,futaba_channel,0.987805,FIX_DISPLAY,medoi (nijiura maids),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022286,nush_(xter),98,ヌーシュ（xter）,ヌーシュ（xter）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,nush (xter),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022362,aubrey_(neal_d._anderson),97,オーブリー（ニールd。アンダーソン）,オーブリー（ニールd。アンダーソン）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,aubrey (neal d. anderson),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022388,haiqing_(astral_party),97,カイセイ,カイセイ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,astral_party,1.0,FIX_DISPLAY,haiqing (astral party),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022398,igarashi_ritsu_(tetto),97,五十嵐りつ,五十嵐りつ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,igarashi ritsu (tetto),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022419,lorian_(elder_prince),97,ロリアン（王子長老）,ロリアン（王子長老）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,dark_souls_(series),1.0,FIX_DISPLAY,lorian (elder prince),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022444,noko-chan_(mamei_mema),97,のこちゃん,のこちゃん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,noko-chan (mamei mema),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022445,okada_izou_(i'm_one_dapping_fella)_(fate),97,えろうイケちょるスーツ,えろうイケちょるスーツ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,fate/grand_order,1.0,FIX_DISPLAY,okada izou (i'm one dapping fella) (fate),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022470,shion_alfine_(satoumogumogu),97,シオン・アルフィーネ,シオン・アルフィーネ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,shion alfine (satoumogumogu),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022502,ai-chan's_sister_(tawawa),96,妹ちゃん(月曜日のたわわ),妹ちゃん(月曜日のたわわ),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,getsuyoubi_no_tawawa,1.0,FIX_DISPLAY,ai-chan's sister (tawawa),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022528,dancer_(fft),96,ダンサー（FFT）,ダンサー（FFT）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,final_fantasy,1.0,FIX_DISPLAY,dancer (fft),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022530,deis,96,ディース(BOF),ディース(BOF),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,breath_of_fire,1.0,FIX_DISPLAY,deis,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022538,fox_wife_(batta_(kanzume_quality)),96,フォックスの妻（バッタ（カンツメの品質））,フォックスの妻（バッタ（カンツメの品質））,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,kitsune_no_oyome-chan,0.71875,FIX_DISPLAY,fox wife (batta (kanzume quality)),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022546,gretel_(otogi-jushi_akazukin),96,グレーテル（otogi-jushi akazukin）,グレーテル（otogi-jushi akazukin）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,otogi-juushi_akazukin,1.0,FIX_DISPLAY,gretel (otogi-jushi akazukin),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022557,ice_man,96,アイスマン(ロックマン),アイスマン(ロックマン),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,mega_man_(classic),0.988889,FIX_DISPLAY,ice man,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022682,azazel_(azazel-san),95,アザゼル篤史,アザゼル篤史,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,yondemasu_yo_azazel-san.,1.0,FIX_DISPLAY,azazel (azazel-san),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022687,chemist_(fft),95,アイテム士,アイテム士,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,final_fantasy,1.0,FIX_DISPLAY,chemist (fft),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022716,hiyoko_(kancolle),95,羅針盤娘,羅針盤娘,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,kantai_collection,1.0,FIX_DISPLAY,hiyoko (kancolle),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022721,horned_girl_(jaco),95,角のある女の子（ジャコ）,角のある女の子（ジャコ）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,horned girl (jaco),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022724,indian_peafowl_(kemono_friends),95,クジャク(けものフレンズ),クジャク(けものフレンズ),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED | CHARACTER_NO_COPYRIGHT_CONTEXT,,,FIX_DISPLAY,indian peafowl (kemono friends),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022747,magical_mirai_miku_(2015),95,マジカルミライ2015,マジカルミライ2015,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,magical_mirai_(vocaloid),1.0,FIX_DISPLAY,magical mirai miku (2015),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022755,metallica_(stand),95,金属制品,金属制品,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,jojo_no_kimyou_na_bouken,1.0,FIX_DISPLAY,metallica (stand),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022768,nikolai_gogol_(bungou_stray_dogs),95,ニコライ・ゴーゴリ,ニコライ・ゴーゴリ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,bungou_stray_dogs,1.0,FIX_DISPLAY,nikolai gogol (bungou stray dogs),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022799,shimamura_youmu_(unadare),95,しまむら妖夢,しまむら妖夢,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,touhou,1.0,FIX_DISPLAY,shimamura youmu (unadare),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022854,alexandra_viktorovna_dashkova_(tukikagerou),94,アレクサンドラ・ヴィクトロフナ・ダシコバ,アレクサンドラ・ヴィクトロフナ・ダシコバ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,alexandra viktorovna dashkova (tukikagerou),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022856,almond_eye_(natsuzora_chirutime)_(umamusume),94,夏空チルタイム,夏空チルタイム,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | CHARACTER_NO_COPYRIGHT_CONTEXT,,,FIX_DISPLAY,almond eye (natsuzora chirutime) (umamusume),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022876,damage_control_crew_(kancolle),94,応急修理要員,応急修理要員,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,kantai_collection,1.0,FIX_DISPLAY,damage control crew (kancolle),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022882,dwarf_(dragon's_crown),94,ドワーフ（ドラゴンの王冠）,ドワーフ（ドラゴンの王冠）,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED,dragon's_crown,1.0,FIX_DISPLAY,dwarf (dragon's crown),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022903,hanpan,94,ハンペン(ワイルドアームズ),ハンペン(ワイルドアームズ),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,wild_arms,1.0,FIX_DISPLAY,hanpan,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022935,little_blonde_girl_(kozato),94,リトルブロンドガール（コザト）,リトルブロンドガール（コザト）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,little blonde girl (kozato),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022955,nintendo_switch_(personification),94,任天堂スイッチ（擬人化）,任天堂スイッチ（擬人化）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,0.858974,FIX_DISPLAY,nintendo switch (personification),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-022961,phantom_(saint_thief)_(nikke),94,セイントシーフ,セイントシーフ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | CHARACTER_NO_COPYRIGHT_CONTEXT,,,FIX_DISPLAY,phantom (saint thief) (nikke),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023001,taroumaru_(gakkou_gurashi),94,太郎丸(がっこうぐらし!),太郎丸(がっこうぐらし!),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,gakkou_gurashi!,1.0,FIX_DISPLAY,taroumaru (gakkou gurashi),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023042,cassie_(acerailgun),93,キャシー（acerailgun）,キャシー（acerailgun）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,0.988506,FIX_DISPLAY,cassie (acerailgun),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023056,female_commander_(forever_7th_capital),93,指挥使,指挥使,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,forever_7th_capital,1.0,FIX_DISPLAY,female commander (forever 7th capital),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023057,florida-chan_(ryusei_hashida),93,フロリダちゃん,フロリダちゃん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,florida-chan (ryusei hashida),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023089,kudoi_(nijiura_maids),93,くどいさん,くどいさん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,futaba_channel,1.0,FIX_DISPLAY,kudoi (nijiura maids),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023122,okanyan_(nekomata_okayu),93,おかにゃん,おかにゃん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,hololive,1.0,FIX_DISPLAY,okanyan (nekomata okayu),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023171,teletha_(vtuber),93,泰蕾莎,泰蕾莎,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,indie_virtual_youtuber,1.0,FIX_DISPLAY,teletha (vtuber),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023237,grima_(dragon)_(fire_emblem),92,ギムレー,ギムレー,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,fire_emblem,1.0,FIX_DISPLAY,grima (dragon) (fire emblem),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023246,hilgendorf's_tube-nosed_bat_(kemono_friends),92,テングコウモリ(けものフレンズ),テングコウモリ(けものフレンズ),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED | CHARACTER_NO_COPYRIGHT_CONTEXT,,,FIX_DISPLAY,hilgendorf's tube-nosed bat (kemono friends),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023260,just_a_way_(racehorse),92,ジャスタウェイ(競走馬),ジャスタウェイ(競走馬),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,umamusume,0.886076,FIX_DISPLAY,just a way (racehorse),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023275,kouhai-chan_(fukutchi),92,後輩ちゃん,後輩ちゃん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,original,1.0,FIX_DISPLAY,kouhai-chan (fukutchi),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023282,male_kris_(fire_emblem),92,クリス（火の紋章）（男性）,クリス（火の紋章）（男性）,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED,fire_emblem,1.0,FIX_DISPLAY,male kris (fire emblem),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023293,miyamoto_musashi_(traveling_outfit)_(fate),92,英霊旅装,英霊旅装,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,fate/grand_order,1.0,FIX_DISPLAY,miyamoto musashi (traveling outfit) (fate),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023321,salomon_(housamo),92,サロモンくん,サロモンくん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,tokyo_afterschool_summoners,1.0,FIX_DISPLAY,salomon (housamo),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-023326,shimakaze_(seal),92,ぜかまざらし,ぜかまざらし,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,kantai_collection,1.0,FIX_DISPLAY,shimakaze (seal),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
