row_id,canonical_tag,post_count,display_ja,search_ja,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-005037,sasori_(naruto),640,サソリ,サソリ,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005067,lexington_(warship_girls_r),635,レキシントン（戦艦少女R）,レキシントン（戦艦少女R）,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005075,ishtar_(fire_emblem),634,イシュタル,イシュタル,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005078,barbara_(summertime_sparkle)_(genshin_impact),633,バーバラ（サマータイムスパークル）,バーバラ（サマータイムスパークル）,FIX_BOTH,バーバラ（原神）（summertime sparkle）,サマータイムスパークル,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-005079,dream_journey_(reminder_of_dreamland)_(umamusume),633,ドリームジャーニー（夢路のよすが）,ドリームジャーニー（夢路のよすが）,FIX_BOTH,ドリームジャーニー（ウマ娘 プリティーダービー）（reminder of dreamland）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,AUDIT_FIX_DISPLAY; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-005080,female_robin_(grima)_(fire_emblem),633,ルフレ（女・ギムレー）,ルフレ（女・ギムレー）,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005092,nero_claudius_(olympian_bloomers)_(fate),632,ネロ・クラウディウス（オリンピアの体操服）,ネロ・クラウディウス（オリンピアの体操服）,FIX_BOTH,ネロ・クラウディウス（Fateシリーズ）（olympian bloomers）,オリンピアの体操服 | ネロブルマ,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,AUDIT_FIX_DISPLAY; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-005106,super_creek_(murmuring_stream)_(umamusume),631,スーパークリーク（マーマリングストリーム）,スーパークリーク（マーマリングストリーム）,FIX_BOTH,スーパークリーク（ウマ娘）（murmuring stream）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-005117,giratina_(origin),629,ギラティナ（オリジンフォルム）,ギラティナ（オリジンフォルム）,FIX_BOTH,ギラティナ（origin）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-005122,todoroki_hajime_(1st_costume),629,轟はじめ（通常衣装）,轟はじめ（通常衣装）,FIX_BOTH,轟はじめ（1st costume）,轟はじめ(通常),BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-005138,smart_falcon_(love_4ever)_(umamusume),627,スマートファルコン（あぶそりゅーと☆LOVE）,スマートファルコン（あぶそりゅーと☆LOVE）,FIX_BOTH,スマートファルコン（love 4ever）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-005145,evil_twin_lil-la,625,Evil★Twin リィラ,Evil★Twin リィラ,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005178,tenryuu_(swimsuit)_(kancolle),621,天龍（水着）,天龍（水着）,FIX_BOTH,天龍（艦これ）（swimsuit）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,AUDIT_FIX_SEARCH; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-005186,morgan_le_fay_(queen_of_winter)_(fate),619,モルガン（冬の女王）,モルガン（冬の女王）,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005191,shuten_douji_(first_ascension)_(fate),619,酒呑童子（第一再臨）,酒呑童子（第一再臨）,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005203,aika_granzchesta,617,藍華・S・グランチェスタ,藍華・S・グランチェスタ,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005239,nero_claudius_(bride)_(second_ascension)_(fate),613,ネロ・クラウディウス〔ブライド〕（第二再臨）,ネロ・クラウディウス〔ブライド〕（第二再臨）,FIX_BOTH,ネロ・クラウディウス（Fateシリーズ）（bride / second ascension）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,AUDIT_FIX_DISPLAY; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-005240,utage_(summer_flowers)_(arknights),613,ウタゲ（夏の花弁FA661）,ウタゲ（夏の花弁FA661）,FIX_BOTH,ウタゲ（summer flowers）,夏の花弁FA661,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-005243,cernunnos_(fate),612,ケルヌンノス,ケルヌンノス,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005258,chaos_marie_(grimms_notes),610,カオス・マリー,カオス・マリー,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005273,axel_(kingdom_hearts),608,アクセル（キングダム ハーツ）,アクセル（キングダム ハーツ）,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005278,frankenstein's_monster_(swimsuit_saber)_(fate),607,フランケンシュタイン（水着セイバー）,フランケンシュタイン（水着セイバー）,FIX_BOTH,フランケンシュタイン（Fateシリーズ）（swimsuit saber）,フランケンシュタイン(水着),BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,AUDIT_FIX_DISPLAY; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-005318,lain_paterson_(1st_costume),603,レイン・パターソン（通常衣装）,レイン・パターソン（通常衣装）,FIX_BOTH,レイン・パターソン（1st costume）,レイン・パターソン(通常),BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,AUDIT_KEEP; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-005384,ereshkigal_(swimsuit_beast)_(fate),594,スペース・エレシュキガル（第一再臨）,スペース・エレシュキガル（第一再臨）,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005405,tamamo_no_mae_(swimsuit_lancer)_(third_ascension)_(fate),592,玉藻の前（水着ランサー・第三再臨）,玉藻の前（水着ランサー・第三再臨）,FIX_BOTH,玉藻の前（Fate）（swimsuit lancer / third ascension）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,AUDIT_KEEP; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-005422,seele_vollerei_(stygian_nymph),589,ゼーレ・フェレライ（双生の彼岸花）,ゼーレ・フェレライ（双生の彼岸花）,FIX_BOTH,ゼーレ・フェレライ（stygian nymph）,双生の彼岸花,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-005425,takamachi_nanoha_(sacred_mode),589,高町なのは（セイクリッドモード）,高町なのは（セイクリッドモード）,FIX_BOTH,高町なのは（sacred mode）,セイクリッドモード,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,AUDIT_KEEP; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-005432,kirito_(sao-ggo),587,キリト（GGO）,キリト（GGO）,FIX_BOTH,桐ヶ谷和人（sao-ggo）,キリコ | 男の娘キリト,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-005477,gold_city_(authentic/1928)_(umamusume),581,ゴールドシチー（オーセンティック/1928）,ゴールドシチー（オーセンティック/1928）,FIX_BOTH,ゴールドシチー（authentic/1928）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-005534,kuma_(human)_(persona_4),575,クマ（人間）,クマ（人間） | 熊田,FIX_BOTH,クマ（human）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-005545,koizumi_itsuki_(female),574,古泉一姫,古泉一姫,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005659,alcremie_(vanilla_cream),560,マホイップ（ミルキィバニラ）,マホイップ（ミルキィバニラ） | ミルキィバニラ,FIX_BOTH,マホイップ（vanilla cream）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-005756,angel_dust,549,エンジェル・ダスト,エンジェル・ダスト | Angel Dust,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005784,yukihana_lamy_(roomwear),547,雪花ラミィ（部屋着）,雪花ラミィ（部屋着）,FIX_BOTH,雪花ラミィ（roomwear）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,AUDIT_KEEP; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-005785,aang,546,アン（アバター 伝説の少年アン）,アン（アバター 伝説の少年アン） | アン,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005839,mori_calliope_(sleepwear),540,森カリオペ（部屋着）,森カリオペ（部屋着）,FIX_BOTH,森カリオペ（sleepwear）,森カリオペ(お部屋着),BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,AUDIT_KEEP; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-005875,finn_the_human,536,フィン（アドベンチャー・タイム）,フィン（アドベンチャー・タイム）,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005892,hoozuki_(hoozuki_no_reitetsu),535,鬼灯,鬼灯,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-005906,saegusa_akina,534,三枝明那,三枝明那,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-006009,selen_tatsuki_(1st_costume),521,セレン・龍月（通常衣装）,セレン・龍月（通常衣装）,FIX_BOTH,セレン・龍月（1st costume）,セレン・龍月(通常),BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-006091,spider-man_(miles_morales),513,スパイダーマン（マイルズ・モラレス）,スパイダーマン（マイルズ・モラレス） | マイルズ・モラレス,FIX_BOTH,スパイダーマン（miles morales）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-006101,tenshouin_eichi,512,天祥院英智,天祥院英智,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-006107,sasaki_kojirou_(fate),511,佐々木小次郎,佐々木小次郎 | アサシン,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-006208,shy_(character),502,シャイ,シャイ | SHY,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-006230,liberalio_(nikke),500,リバーレリオ,リバーレリオ | リバーレリオ（NIKKE）,NEEDS_EXTERNAL_CHECK,,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,MEDIUM,blank semantic note and unresolved Japanese evidence; post_count >= 500,高影響かつ注記なし。既存日本語を破棄する前に外部確認。,PROPOSED
I70-006239,allelujah_haptism,498,アレルヤ・ハプティズム,アレルヤ・ハプティズム,FIX_BOTH,allelujah haptism,,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006247,sena_izumi_(ensemble_stars!),498,瀬名泉,瀬名泉,FIX_BOTH,sena izumi (ensemble stars!),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006339,light_dragon_(zelda),489,白龍,白龍 | 白龍（ティアーズ オブ ザ キングダム）,FIX_BOTH,light dragon (zelda),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006440,pomu_rainpuff_(1st_costume),482,ぽむ・れいんぱふ（通常衣装）,ぽむ・れいんぱふ（通常衣装）,FIX_BOTH,ぽむ・れいんぱふ（1st costume）,ぽむ・れいんぱふ(通常),BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,AUDIT_KEEP; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-006543,katt_(breath_of_fire),473,リンプー,リンプー,FIX_BOTH,katt (breath of fire),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006566,kukulkan_(fate),471,ククルカン,ククルカン,FIX_BOTH,kukulkan (fate),ククルカン(Fate),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006579,reticulated_giraffe_(kemono_friends),470,アミメキリン,アミメキリン,FIX_BOTH,reticulated giraffe (kemono friends),アミメキリン(けものフレンズ),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006589,fate_testarossa_(true_sonic_form),469,フェイト・テスタロッサ（真・ソニックフォーム）,フェイト・テスタロッサ（真・ソニックフォーム）,FIX_BOTH,フェイト・テスタロッサ（true sonic form）,真ソニックフォーム | 真・ソニックフォーム,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,AUDIT_KEEP; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-006590,hippopotamus_(kemono_friends),469,カバ,カバ,FIX_BOTH,hippopotamus (kemono friends),カバ(けものフレンズ),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006592,nakahara_chuuya_(bungou_stray_dogs),469,中原中也,中原中也,FIX_BOTH,nakahara chuuya (bungou stray dogs),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006597,watarai_hibari,469,渡会雲雀,渡会雲雀,FIX_BOTH,watarai hibari,,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006606,grave_(nikke),468,グレイブ,グレイブ,FIX_BOTH,grave (nikke),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006636,mechty_(girls'_frontline_2),466,ミシュティ,ミシュティ,FIX_BOTH,mechty (girls' frontline 2),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006638,petra_gurin_(1st_costume),466,ペトラ・グリン（通常衣装）,ペトラ・グリン（通常衣装）,FIX_BOTH,ペトラ・グリン（1st costume）,ペトラ・グリン(制服) | ペトラ・グリン(通常),BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-006640,rom_(neptunia),466,ロム,ロム,FIX_BOTH,rom (neptunia),ロム(ネプテューヌ),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006646,flametail_(arknights),465,フレイムテイル,フレイムテイル,FIX_BOTH,flametail (arknights),フレイムテイル(アークナイツ),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006655,bready_(nikke),464,ブレッディ,ブレッディ,FIX_BOTH,bready (nikke),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006664,shiratori_aira_(ensemble_stars!),464,白鳥藍良,白鳥藍良,FIX_BOTH,shiratori aira (ensemble stars!),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006687,estella_(arknights),462,エステーラ,エステーラ,FIX_BOTH,estella (arknights),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006695,aino_(genshin_impact),461,アイノ,アイノ,FIX_BOTH,aino (genshin impact),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006699,sagiri_(swimsuit)_(kancolle),461,狭霧（水着）,狭霧（水着）,FIX_BOTH,sagiri (swimsuit) (kancolle),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006701,thanatos_(persona),461,タナトス,タナトス,FIX_BOTH,thanatos (persona),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006704,emma_(yakusoku_no_neverland),460,エマ,エマ,FIX_BOTH,emma (yakusoku no neverland),エマ(約ネバ) | エマ(約束のネバーランド),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006705,geoffroy's_cat_(kemono_friends),460,ジョフロイネコ,ジョフロイネコ,FIX_BOTH,geoffroy's cat (kemono friends),ジョフのお絵かきちょう | ジョフロイネコ(けものフレンズ),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006707,hibiscus_(arknights),460,ハイビスカス,ハイビスカス,FIX_BOTH,hibiscus (arknights),ハイビスカス(アークナイツ),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
