row_id,canonical_tag,post_count,display_ja,search_ja,audit_bucket,risk_flags,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-044445,ojipon,3863,ojipon,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044448,matsunaga_kouyou,3550,matsunaga kouyou,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044449,hiroki_(yyqw7151),3439,hiroki (yyqw7151),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044451,onikobe_rin,3282,onikobe rin,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044452,bow_(bhp),3217,bow (bhp),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044455,a1_(initial-g),3123,a1 (initial-g),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044456,futa_(nabezoko),3096,futa (nabezoko),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044458,matsuo_yukihiro,3040,matsuo yukihiro,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044459,ixy,3023,ixy,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044461,bb_(baalbuddy),2975,bb (baalbuddy),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044465,ido_(teketeke),2943,ido (teketeke),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044466,saitou_natsuki,2942,saitou natsuki,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044473,dagasi,2781,dagasi,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044475,dd_(ijigendd),2752,dd (ijigendd),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044481,zounose,2660,zounose,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044483,takafumi,2633,takafumi,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044486,youyume-kun,2585,youyume-kun,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044489,rariatto_(ganguri),2541,rariatto (ganguri),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044495,jun_(navigavi),2464,jun (navigavi),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044496,kantoku,2464,カントク,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044500,hamu_koutarou,2440,hamu koutarou,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044502,slugbox,2406,slugbox,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044503,rokugou_daisuke,2397,rokugou daisuke,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044505,ebora,2394,ebora,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044507,ichimi,2370,ichimi,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044513,iesupa,2301,iesupa,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044515,koyama_shigeru,2288,koyama shigeru,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044519,anti_(untea9),2246,anti (untea9),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044525,kouno_(masao),2216,kouno (masao),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044531,ueyama_michirou,2153,ueyama michirou,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044532,wa_(genryusui),2123,wa (genryusui),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044533,diva_(hyxpk),2117,diva (hyxpk),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044536,ginhaha,2106,ginhaha,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044537,null_(nyanpyoun),2097,null (nyanpyoun),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044545,chigusa_minori,2038,chigusa minori,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044552,heripantomorrow,1980,heripantomorrow,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044557,kanduki_kamibukuro,1964,kanduki kamibukuro,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044561,fumihiko_(fu_mihi_ko),1950,fumihiko (fu mihi ko),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044562,clearite,1940,clearite,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044563,ayu_(mog),1934,ayu (mog),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044564,saiguchi_otoufu,1921,saiguchi otoufu,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044565,kaamin_(mariarose753),1911,kaamin (mariarose753),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044568,kashikaze,1904,kashikaze,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044569,afrobull,1899,afrobull,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044570,piyodera_mucha,1883,piyodera mucha,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044571,ichikawa_feesu,1874,ichikawa feesu,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044576,buzzlyears,1841,buzzlyears,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044579,horideiyasumi,1829,horideiyasumi,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044581,imu_sanjo,1809,imu sanjo,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044585,mizuki_makoto,1776,mizuki makoto,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044587,kawaanago,1767,kawaanago,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044588,dishwasher1910,1754,dishwasher1910,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044590,kaigen_1025,1746,kaigen 1025,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044591,kamille_(vcx68),1744,kamille (vcx68),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044595,ohisashiburi,1733,ohisashiburi,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044598,ini_(inunabe00),1721,ini (inunabe00),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044600,shimada_fumikane,1717,島田フミカネ,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044602,matsuryuu,1710,matsuryuu,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044606,aaaa_(quad-a),1698,aaaa (quad-a),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044610,fusu_(a95101221),1683,fusu (a95101221),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044613,kasumi_(skchkko),1677,kasumi (skchkko),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044617,sorimachi-doufu,1663,sorimachi-doufu,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044619,kankan33333,1659,kankan33333,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044621,oouso,1658,oouso,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044622,kanade_(kanade_3344),1653,kanade (kanade 3344),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044623,e.o.,1651,e.o.,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044624,xinzoruo,1647,xinzoruo,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044626,yuureidoushi_(yuurei6214),1646,yuureidoushi (yuurei6214),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044631,k-suwabe,1630,k-suwabe,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044634,gurande_(g-size),1628,gurande (g-size),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044639,ebi_193,1620,ebi 193,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044640,mk_(mod0),1620,mk (mod0),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044641,kujou_karasuma,1617,kujou karasuma,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044642,b-ginga,1615,b-ginga,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044648,phantom_cross,1586,phantom cross,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044651,butcha-u,1578,butcha-u,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044652,ogami_kazuki,1577,ogami kazuki,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044654,happy_elements,1575,happy elements,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044660,oryo_(oryo04),1562,oryo (oryo04),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044662,lets0020,1559,lets0020,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044663,ajitarou_(setsu),1552,ajitarou (setsu),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044664,momoko_(momopoco),1550,momoko (momopoco),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044665,kawamochi_(kawauti919),1546,kawamochi (kawauti919),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044666,asteroid_ill,1545,asteroid ill,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044667,asutora,1539,asutora,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044668,as109,1535,as109,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044670,waero,1529,waero,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044671,fumio_(rsqkr),1526,fumio (rsqkr),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044673,aldehyde,1522,アルデヒド,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044675,riyo_(lyomsnpmp),1518,riyo (lyomsnpmp),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044676,kame_(kamepan44231),1515,kame (kamepan44231),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044677,cutesexyrobutts,1511,cutesexyrobutts,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044679,izawa_(bhive003),1505,izawa (bhive003),,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
I70-044681,nori_tamago,1503,nori tamago,,ACCEPTED_RISK,,KEEP,,,ARTIST_CONSERVATIVE_KEEP,HIGH,canonical_tag + current display + preserved source evidence,Artistは読みを推測しない方針。現行の英字/既知表記を維持し、機械候補のカナ化・意味訳は採用しない。,PROPOSED
