row_id,canonical_tag,post_count,display_ja,translation_note,related_copyright_top1,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-023181,wildhunt_art_academy_student_(ar)_(blue_archive),93,wildhunt art academy student (ar) (blue archive),non-Japanese/simplified-Chinese evidence,blue_archive,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-023268,katsuragi_ace_(pen_name:_ink_dragon)_(umamusume),92,katsuragi ace (pen name: ink dragon) (umamusume),non-Japanese/simplified-Chinese evidence,umamusume,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-023306,pa-15_(alluring_larkspur)_(girls'_frontline),92,pa-15 (alluring larkspur) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-023322,samurai_jack_(character),92,samurai jack (character),machine-like or identity-mismatched wording,samurai_jack,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-023505,shut_hell_(character),91,shut hell (character),machine-like or identity-mismatched wording,shut_hell,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-023529,vsk-94_(night_on_the_silver_bay)_(girls'_frontline),91,vsk-94 (night on the silver bay) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-023622,landing_ship_no._101_(kancolle),90,landing ship no. 101 (kancolle),non-Japanese/simplified-Chinese evidence,kantai_collection,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-023643,misaka_imouto_9982,90,misaka imouto 9982,non-Japanese/simplified-Chinese evidence,toaru_majutsu_no_index,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-023876,pretty_sammy_(character),89,pretty sammy (character),machine-like or identity-mismatched wording,mahou_shoujo_pretty_sammy,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-024143,ara_haan_(celestial_fox),87,ara haan (celestial fox),non-Japanese/simplified-Chinese evidence,elsword,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-024243,mecha_eli-chan_mk.ii_(fate),87,mecha eli-chan mk.ii (fate),non-Japanese/simplified-Chinese evidence,fate/grand_order,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-024379,gundam_gp-01_zephyranthes,86,gundam gp-01 zephyranthes,non-Japanese/simplified-Chinese evidence,gundam,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-024608,jude_mathis_(school_uniform),85,jude mathis (school uniform),non-Japanese/simplified-Chinese evidence,tales_of_(series),KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-024788,elid_(girls'_frontline),84,elid (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-025132,p90_(scarlet_turbo)_(girls'_frontline),83,p90 (scarlet turbo) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-025243,g36_(50_days_with_g36)_(girls'_frontline),82,g36 (50 days with g36) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-026009,pa-15_(high_school_thrills)_(girls'_frontline),79,pa-15 (high school thrills) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-026201,kome-kome_(human),78,kome-kome (human),non-Japanese/simplified-Chinese evidence,delicious_party_precure,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-026234,mp7_(lollipop_ammo)_(girls'_frontline),78,mp7 (lollipop ammo) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-026492,oichi_(sengoku_musou),77,oichi (sengoku musou),non-Japanese/simplified-Chinese evidence,sengoku_musou,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-026545,tetsujin_28,77,tetsujin 28,non-Japanese/simplified-Chinese evidence,tetsujin_28-gou,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-026831,architect_(nvw_model)_(girls'_frontline),75,architect (nvw model) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-026876,gracia_(sengoku_musou),75,gracia (sengoku musou),non-Japanese/simplified-Chinese evidence,sengoku_musou,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027080,barbeloth_(genshin_impact),74,barbeloth (genshin impact),machine-like or identity-mismatched wording,genshin_impact,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027128,fuzuki_miki,74,fuzuki miki,non-Japanese/simplified-Chinese evidence,indie_virtual_youtuber,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027160,k9-17_izuna,74,k9-17 izuna,non-Japanese/simplified-Chinese evidence,yu-gi-oh!,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027697,m4_sopmod_ii_(devourer_of_the_feast)_(girls'_frontline),72,m4 sopmod ii (devourer of the feast) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027844,azaz_(last_origin),71,azaz (last origin),non-Japanese/simplified-Chinese evidence,last_origin,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027927,heaven_ascended_dio,71,heaven ascended dio,non-Japanese/simplified-Chinese evidence,jojo_no_kimyou_na_bouken,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027942,itsuki_(sengoku_basara),71,itsuki (sengoku basara),non-Japanese/simplified-Chinese evidence,sengoku_basara,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-028488,karameru_(character),69,karameru (character),machine-like or identity-mismatched wording,original,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-028530,mejiro_family_doctor,69,mejiro family doctor,non-Japanese/simplified-Chinese evidence,umamusume,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-028748,highlander_railway_academy_student_(hg)_(blue_archive),68,highlander railway academy student (hg) (blue archive),non-Japanese/simplified-Chinese evidence,blue_archive,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-028839,nine_tail_(ragnarok_online),68,nine tail (ragnarok online),machine-like or identity-mismatched wording,ragnarok_online,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-028851,osatou_(character),68,osatou (character),machine-like or identity-mismatched wording,touhou,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-028931,unicorn_gundam_phenex,68,unicorn gundam phenex,non-Japanese/simplified-Chinese evidence,gundam,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-029469,shimakaze_(the_white_rabbit_of_wonderland)_(azur_lane),66,shimakaze (the white rabbit of wonderland) (azur lane),non-Japanese/simplified-Chinese evidence,azur_lane,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-029523,yurie_the_last_scholar,66,yurie the last scholar,non-Japanese/simplified-Chinese evidence,bloodborne,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-029748,potemayo_(character),65,potemayo (character),machine-like or identity-mismatched wording,potemayo,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-029903,eva_13,64,eva 13,non-Japanese/simplified-Chinese evidence,neon_genesis_evangelion,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-030162,umino_chika_(character),64,umino chika (character),machine-like or identity-mismatched wording,goho_mafia!_kajita-kun,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-030169,viewtiful_joe_(character),64,viewtiful joe (character),machine-like or identity-mismatched wording,viewtiful_joe,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-030478,tsuki_jin,63,tsuki jin,non-Japanese/simplified-Chinese evidence,houseki_no_kuni,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-030547,chaos_gerda_(gakuen)_(grimms_notes),62,chaos gerda (gakuen) (grimms notes),non-Japanese/simplified-Chinese evidence,grimms_notes,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-030549,chimimo_(character),62,chimimo (character),machine-like or identity-mismatched wording,chimimo,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-030683,mdr_(cocktail_observer)_(girls'_frontline),62,mdr (cocktail observer) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-030731,paprika_(character),62,paprika (character),machine-like or identity-mismatched wording,paprika,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-030741,ratna_petit_(5th_costume),62,ratna petit (5th costume),non-Japanese/simplified-Chinese evidence,nijisanji,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-030812,wulala_(vtuber),62,wulala (vtuber),non-Japanese/simplified-Chinese evidence,indie_virtual_youtuber,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-030826,zas_m21_(white_queen)_(girls'_frontline),62,zas m21 (white queen) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-030867,baphomet_(ragnarok_online),61,baphomet (ragnarok online),machine-like or identity-mismatched wording,ragnarok_online,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-030876,blue_destiny_01,61,blue destiny 01,non-Japanese/simplified-Chinese evidence,gundam,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-030924,five-seven_(adventures_of_fenfen)_(girls'_frontline),61,five-seven (adventures of fenfen) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-031259,dead_body_(among_us),60,dead body (among us),non-Japanese/simplified-Chinese evidence,among_us,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-031332,illustrious_(illustrious_ball)_(azur_lane),60,illustrious (illustrious ball) (azur lane),non-Japanese/simplified-Chinese evidence,azur_lane,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-031344,jigsaw_(character),60,jigsaw (character),machine-like or identity-mismatched wording,saw_(movie),KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-031564,thirteen_(boku_no_hero_academia),60,thirteen (boku no hero academia),non-Japanese/simplified-Chinese evidence,boku_no_hero_academia,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-031585,vsk-94_(christmas_eve_detective)_(girls'_frontline),60,vsk-94 (christmas eve detective) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-031895,rfb_(how_rfb_stole_xmas)_(girls'_frontline),59,rfb (how rfb stole xmas) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-032277,ots-14_(flurry_of_petals)_(girls'_frontline),58,ots-14 (flurry of petals) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-032543,hibino_kafka_(kaiju_form),57,hibino kafka (kaiju form),non-Japanese/simplified-Chinese evidence,kaijuu_no._8,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-032789,yosano_akiko_(bungou_stray_dogs),57,yosano akiko (bungou stray dogs),non-Japanese/simplified-Chinese evidence,bungou_stray_dogs,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-032901,g36_(mini_maid)_(girls'_frontline),56,g36 (mini maid) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-033266,bonobono_(character),55,bonobono (character),machine-like or identity-mismatched wording,bonobono,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-033298,dolly_(toaru_kagaku_no_railgun),55,dolly (toaru kagaku no railgun),non-Japanese/simplified-Chinese evidence,toaru_kagaku_no_railgun,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-033479,m4a1_(suspender_of_time)_(girls'_frontline),55,m4a1 (suspender of time) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-033553,ots-14_(destined_love)_(girls'_frontline),55,ots-14 (destined love) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-034170,eva_03,53,eva 03,non-Japanese/simplified-Chinese evidence,neon_genesis_evangelion,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-034210,hk416_(fang)_(girls'_frontline),53,hk416 (fang) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-034241,kamonohashi_(girls_und_panzer),53,kamonohashi (girls und panzer),non-Japanese/simplified-Chinese evidence,girls_und_panzer,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-034421,semi-perfect_cell,53,semi-perfect cell,non-Japanese/simplified-Chinese evidence,dragon_ball,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-035246,nagant_revolver_(astral_bond)_(girls'_frontline),51,nagant revolver (astral bond) (girls' frontline),machine-like or identity-mismatched wording,girls'_frontline,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
I70-035579,houjou_monica_asahi,50,houjou monica asahi,non-Japanese/simplified-Chinese evidence,assault_lily,KEEP,,,KEEP_LATIN_FALLBACK_REJECT_UNRELIABLE_JA_CANDIDATE,HIGH,translation_note + frozen source evidence,中国語・機械訳・identity mismatch と判定済みの候補を表示へ昇格せず、現在のLatin/canonical fallbackを維持。,PROPOSED
