canonical_tag,post_count,aliases,v1_status,prescreen_status,stage_a_family,stage_b_fit,nearest_special_identity,reason,confidence,review_priority,content_filter_used,audit_bucket,p0_spotcheck
holding_surfboard,1328,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding blindfold (SpecialID 2471; score=0.533),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
genderswap_on_non-genderswap,1327,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,non consensual (SpecialID 448; score=0.439),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_blanket,1318,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding blindfold (SpecialID 2471; score=0.551),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
pectoral_press,1317,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,pectoral grab (SpecialID 702; score=0.575),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
shirt_under_sweater,1300,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_ORDINARY_CLOTHING_STATE,GENERAL_ONLY,naked sweater (SpecialID 2391; score=0.506),"ordinary garment state/layering lacks an intimate, sexual, or through-clothes discovery concept",HIGH,P3,NO,,
hands_on_own_chin,1299,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,hands on penis (SpecialID 928; score=0.633),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
bent_over_furniture,1298,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,bent over (SpecialID 1745; score=0.773),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_baton,1298,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.553),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
gradient_tail,1296,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anal tail (SpecialID 267; score=0.528),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
female_service_cap,1273,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,female masturbation (SpecialID 679; score=0.468),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
cardigan_under_jacket,1271,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_ORDINARY_CLOTHING_STATE,GENERAL_ONLY,naked jacket (SpecialID 2287; score=0.470),"ordinary garment state/layering lacks an intimate, sexual, or through-clothes discovery concept",HIGH,P3,NO,,
holding_chainsaw,1262,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.542),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_breath,1260,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding tentacle (SpecialID 1868; score=0.542),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_binoculars,1252,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding blindfold (SpecialID 2471; score=0.576),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
holding_candle,1236,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.575),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
holding_carrot,1236,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.566),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_feather,1236,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding tentacle (SpecialID 1868; score=0.561),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
pregnancy_test,1233,,NEEDS_REVIEW,NEEDS_REVIEW,BOUNDARY_CONCEPT,BOUNDARY_REVIEW,bare anus (SpecialID 4; score=0.196),meaning is specific but the Special-versus-General boundary needs human review,LOW,P1,NO,,
teardrop-framed_glasses,1226,glasses_with_tear,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,framed cleavage (SpecialID 2491; score=0.438),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_comb,1220,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.633),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_pointer,1217,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding tentacle (SpecialID 1868; score=0.561),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
female_rimming_male,1213,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,rimming (SpecialID 116; score=0.659),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_crossbow,1205,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.542),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_jar,1196,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.569),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
fiery_tail,1193,flaming_tail|fire_tail,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anal tail (SpecialID 267; score=0.479),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
walking_on_liquid,1192,walking_on_water,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,squirting liquid (SpecialID 954; score=0.498),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
arms_on_knees,1191,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,bound knees (SpecialID 1904; score=0.525),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
high-visibility_clothing,1186,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,slutty clothing (SpecialID 2776; score=0.525),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
leopard_tail,1185,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,bound tail (SpecialID 1906; score=0.528),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
implied_extra_ears,1180,pointless_headphones,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,implied rape (SpecialID 435; score=0.555),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
cat_on_lap,1174,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,paizuri on lap (SpecialID 530; score=0.633),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
book_on_lap,1168,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,paizuri on lap (SpecialID 530; score=0.585),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_crowbar,1167,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.553),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
paint_on_body,1155,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,semen on body (SpecialID 1278; score=0.645),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
mask_lift,1151,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,skirt lift (SpecialID 2055; score=0.573),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_mallet,1150,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding tentacle (SpecialID 1868; score=0.572),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
sheep_tail,1150,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,tentacle tail (SpecialID 1885; score=0.516),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_paddle,1144,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.575),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_cookie,1139,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.566),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
high-visibility_vest,1129,safety_vest,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,open vest (SpecialID 2236; score=0.380),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
arms_on_table,1106,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,trampling table (SpecialID 1973; score=0.514),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
male_with_breasts,1088,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,breasts (SpecialID 2170; score=0.679),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
hyena_tail,1084,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anal tail (SpecialID 267; score=0.573),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_whistle,1078,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.563),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_flashlight,1070,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.503),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
other_with_female,1063,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,futa with female (SpecialID 2341; score=0.688),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_cigar,1054,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.579),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_orb,1048,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.579),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
dinosaur_tail,1043,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anal tail (SpecialID 267; score=0.528),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
holding_pickaxe,1029,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.553),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_handkerchief,1023,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.514),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
right-over-left_kimono,1023,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,naked kimono (SpecialID 2396; score=0.427),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_pendulum,1007,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.575),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_duster,997,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.566),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
hands_on_floor,991,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cum on floor (SpecialID 395; score=0.645),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
over_the_knee,982,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,over the nose gag (SpecialID 2515; score=0.643),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
hiding_behind_another,975,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,peeing on another (SpecialID 2609; score=0.465),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_petal,975,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding tentacle (SpecialID 1868; score=0.614),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_star,970,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding tentacle (SpecialID 1868; score=0.563),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
partially_open_shirt,944,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,shirt open (SpecialID 2279; score=0.693),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
holding_bird,940,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.602),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
animal_ear_helmet,929,animal_ears_helmet,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,animal insertion (SpecialID 492; score=0.498),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
hair_through_hood,928,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,see through (SpecialID 2134; score=0.482),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
otter_tail,921,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,tentacle tail (SpecialID 1885; score=0.516),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
holding_pumpkin,908,holding_jack-o'-lantern,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.588),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
partially_open_jacket,904,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,jacket open (SpecialID 2271; score=0.652),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
licking_another's_cheek,899,licking_cheek|cheek_licking|cheek_lick,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,licking another's pussy juice (SpecialID 1118; score=0.709),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_sponge,892,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.542),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_cloth,890,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.588),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
scorpion_tail,890,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cum on tail (SpecialID 383; score=0.525),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
on_tree_stump,889,sitting_on_tree_stump,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,on side (SpecialID 1754; score=0.405),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_chalk,886,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.579),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_rabbit,885,holding_bunny,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.542),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
exposed_internal_machinery,864,internal_mechanical_parts,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,exposed genitals (SpecialID 5; score=0.482),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
other_with_male,856,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,futa with male (SpecialID 2343; score=0.675),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_string,853,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,g string (SpecialID 2696; score=0.569),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_magazine,846,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.542),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_maracas,839,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.553),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
vest_lift,838,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,dress lift (SpecialID 2215; score=0.573),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
hands_on_headphones,837,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,hands on penis (SpecialID 928; score=0.661),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_tongs,829,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.553),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
stiff_tail,828,straightened_tail,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anal tail (SpecialID 267; score=0.479),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
fold-over_gloves,825,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,naked gloves (SpecialID 2430; score=0.482),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
spreading_own_ass,824,,NEEDS_REVIEW,LIKELY_CANDIDATE,SPECIAL_BODY_RELATION_STATE,PLAUSIBLE_SPECIAL_FIT,spreading own anus (SpecialID 778; score=0.745),body-site relation/state is structurally specific and may be hard to discover from General,MEDIUM,P1,NO,V1_NEEDS_REVIEW_AUDIT,
super_highleg,810,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_ORDINARY_SUBTYPE,GENERAL_ONLY,ear sex (SpecialID 22; score=0.180),modifier applies to an ordinary object without a deep Special relation,HIGH,P3,NO,,
holding_drawing,800,holding_picture,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.563),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_bone,786,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.566),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
gloves_over_sleeves,778,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,nipple sleeves (SpecialID 975; score=0.498),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_gourd,774,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.579),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
gauze_on_knee,773,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cum on feet (SpecialID 353; score=0.419),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_ring,772,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.566),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
pokemon_tail,772,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cum on tail (SpecialID 383; score=0.538),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
penguin_tail,767,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cum on tail (SpecialID 383; score=0.499),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_kunai,766,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.579),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
socks_over_pantyhose,753,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,smelling pantyhose (SpecialID 2335; score=0.509),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
hands_on_own_knee,752,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,hands on penis (SpecialID 928; score=0.604),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
heart_on_cheek,751,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,penis on cheek (SpecialID 1026; score=0.655),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
drawn_tail,740,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anal tail (SpecialID 267; score=0.573),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
hug_from_side,738,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,on side (SpecialID 1754; score=0.495),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_grenade,737,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding tentacle (SpecialID 1868; score=0.590),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_crown,727,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.579),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
babydoll_lift,724,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,babydoll (SpecialID 2073; score=0.793),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
holding_headphones,723,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding tentacle (SpecialID 1868; score=0.533),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_NEEDS_REVIEW_AUDIT,
holding_wallet,717,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding tentacle (SpecialID 1868; score=0.572),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
elbows_on_knees,715,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,bound knees (SpecialID 1904; score=0.537),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_gloves,712,holding_single_glove,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding dildo (SpecialID 1381; score=0.575),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_trumpet,711,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding cum (SpecialID 400; score=0.588),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
jackal_tail,710,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anal tail (SpecialID 267; score=0.602),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
mixed-sex_combat,710,mixed_gender_duel,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,sex (SpecialID 54; score=0.559),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
holding_bento,709,,NEEDS_REVIEW,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding tentacle (SpecialID 1868; score=0.583),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
